dismantlingMats-int[][],gearAttribute-int[][],gearAvatar-int,gearDurabilityMax-int,gearQuality-int,gearType-int,gender-string,givenSkillId-int[],id-int,itemId-int,weaponSubtype-int
"744,1,80","15,1,134,138;11,1,506,521;7,1,55,67",336,,5,4,unisex,,1292,534,0
"762,1,80","51,1,591,608",337,999,5,8,unisex,323,1293,535,4
"762,1,80","22,1,591,608",338,999,5,8,unisex,26,1294,536,5
"762,1,80","29,1,591,608",339,999,5,8,unisex,25,1295,537,6
"762,1,80","54,1,120,124;56,1,120,124;56,1,120,124",340,999,5,1,unisex,,1296,538,0
"762,1,80","54,1,144,148;56,1,144,148;56,1,144,148",341,999,5,2,unisex,,1297,539,0
"762,1,80","54,1,114,118;56,1,114,118;56,1,114,118",342,999,5,3,unisex,,1298,540,0
"762,1,80","54,1,91,94;56,1,91,94;56,1,91,94;51,1,66,68;22,1,66,68;29,1,66,68",343,999,5,5,unisex,,1299,541,0
"762,1,80","54,1,120,124;56,1,120,124;56,1,120,124",344,999,5,4,unisex,,1300,542,0
"753,1,80","38,1,124,127",345,,5,8,unisex,22,1301,543,8
"753,1,80","43,1,84,86",346,,5,8,unisex,21,1302,544,7
"753,1,80","46,1,84,86",347,,5,8,unisex,30,1303,545,9
"753,1,80","44,1,2680,2754;47,1,670,689;49,1,123,127;50,1,123,127",348,,5,1,unisex,,1304,546,0
"753,1,80","44,1,3206,3294;47,1,802,824;49,1,94,97;50,1,94,97",349,,5,2,unisex,,1305,547,0
"753,1,80","44,1,2549,2619;47,1,637,655;49,1,129,133;50,1,129,133",350,,5,3,unisex,,1306,548,0
"753,1,80","44,1,2023,2079;47,1,506,520;49,1,94,97;50,1,94,97;43,1,9,10;46,1,9,10",351,,5,5,unisex,,1307,549,0
"753,1,80","44,1,2680,2754;47,1,669,688;49,1,129,133;50,1,129,133;8,1,36,40",352,,5,4,unisex,,1308,550,0
"745,1,80","13,1,672,689;16,1,34,35;51,1,20,25;19,1,59,89",353,,5,8,unisex,,1309,551,1
"745,1,80","13,1,672,689;16,1,34,35",354,,5,8,unisex,,1310,552,2
"745,1,80","13,1,672,689;16,1,34,35",355,,5,8,unisex,,1311,553,3
"745,1,80","15,1,152,156;11,1,548,562",356,,5,1,unisex,,1312,554,0
"745,1,80","15,1,182,187;11,1,421,432",357,,5,2,unisex,,1313,555,0
"745,1,80","15,1,145,149;11,1,573,588",358,,5,3,unisex,,1314,556,0
"745,1,80","15,1,115,118;11,1,421,432;13,1,75,77",359,,5,5,unisex,,1315,557,0
"745,1,80","15,1,152,156;11,1,573,588;7,1,60,68",360,,5,4,unisex,,1316,558,0
"763,1,80","51,1,672,689",361,999,5,8,unisex,323,1317,559,4
"763,1,80","22,1,672,689",362,999,5,8,unisex,26,1318,560,5
"763,1,80","29,1,672,689",363,999,5,8,unisex,25,1319,561,6
"763,1,80","54,1,136,140;56,1,136,140;56,1,136,140",364,999,5,1,unisex,,1320,562,0
"763,1,80","54,1,164,168;56,1,164,168;56,1,164,168",365,999,5,2,unisex,,1321,563,0
"763,1,80","54,1,130,134;56,1,130,134;56,1,130,134",366,999,5,3,unisex,,1322,564,0
"763,1,80","54,1,103,106;56,1,103,106;56,1,103,106;51,1,75,77;22,1,75,77;29,1,75,77",367,999,5,5,unisex,,1323,565,0
"763,1,80","54,1,136,140;56,1,136,140;56,1,136,140",368,999,5,4,unisex,,1324,566,0
"754,1,80","38,1,139,142",369,,5,8,unisex,22,1325,567,8
"754,1,80","43,1,92,94",370,,5,8,unisex,21,1326,568,7
"754,1,80","46,1,92,94",371,,5,8,unisex,30,1327,569,9
"754,1,80","44,1,3047,3121;47,1,761,780;49,1,140,144;50,1,140,144",372,,5,1,unisex,,1328,570,0
"754,1,80","44,1,3645,3733;47,1,911,933;49,1,107,110;50,1,107,110",373,,5,2,unisex,,1329,571,0
"754,1,80","44,1,2898,2968;47,1,724,742;49,1,146,150;50,1,146,150",374,,5,3,unisex,,1330,572,0
"754,1,80","44,1,2300,2356;47,1,575,589;49,1,107,110;50,1,107,110;43,1,9,10;46,1,9,10",375,,5,5,unisex,,1331,573,0
"754,1,80","44,1,3047,3121;47,1,761,780;49,1,146,150;50,1,146,150;8,1,41,45",376,,5,4,unisex,,1332,574,0
"746,1,80","13,1,753,770;16,1,39,40;51,1,20,25;19,1,60,90",377,,5,8,unisex,,1333,575,1
"746,1,80","13,1,753,770;16,1,39,40",378,,5,8,unisex,,1334,576,2
"746,1,80","13,1,753,770;16,1,39,40",379,,5,8,unisex,,1335,577,3
"746,1,80","15,1,170,174;11,1,614,628",380,,5,1,unisex,,1336,578,0
"746,1,80","15,1,204,209;11,1,472,483",381,,5,2,unisex,,1337,579,0
"746,1,80","15,1,162,166;11,1,642,657",382,,5,3,unisex,,1338,580,0
"746,1,80","15,1,129,132;11,1,472,483;13,1,84,86",383,,5,5,unisex,,1339,581,0
"746,1,80","15,1,170,174;11,1,642,657;7,1,65,69",384,,5,4,unisex,,1340,582,0
"764,1,80","51,1,753,770",385,999,5,8,unisex,323,1341,583,4
"764,1,80","22,1,753,770",386,999,5,8,unisex,26,1342,584,5
"764,1,80","29,1,753,770",387,999,5,8,unisex,25,1343,585,6
"764,1,80","54,1,153,157;56,1,153,157;56,1,153,157",388,999,5,1,unisex,,1344,586,0
"764,1,80","54,1,184,188;56,1,184,188;56,1,184,188",389,999,5,2,unisex,,1345,587,0
"764,1,80","54,1,146,149;56,1,146,149;56,1,146,149",390,999,5,3,unisex,,1346,588,0
"764,1,80","54,1,116,119;56,1,116,119;56,1,116,119;51,1,84,86;22,1,84,86;29,1,84,86",391,999,5,5,unisex,,1347,589,0
"764,1,80","54,1,153,157;56,1,153,157;56,1,153,157",392,999,5,4,unisex,,1348,590,0
"755,1,80","38,1,154,157",393,,5,8,unisex,22,1349,591,8
"755,1,80","43,1,99,101",394,,5,8,unisex,21,1350,592,7
"755,1,80","46,1,99,101",395,,5,8,unisex,30,1351,593,9
"755,1,80","44,1,3414,3488;47,1,853,872;49,1,157,161;50,1,157,161",396,,5,1,unisex,,1352,594,0
"755,1,80","44,1,4084,4172;47,1,1021,1043;49,1,120,123;50,1,120,123",397,,5,2,unisex,,1353,595,0
"755,1,80","44,1,3247,3317;47,1,811,829;49,1,164,168;50,1,164,168",398,,5,3,unisex,,1354,596,0
"755,1,80","44,1,2577,2633;47,1,644,658;49,1,120,123;50,1,120,123;43,1,10,11;46,1,10,11",399,,5,5,unisex,,1355,597,0
"755,1,80","44,1,3414,3488;47,1,853,872;49,1,164,168;50,1,164,168;8,1,46,50",400,,5,4,unisex,,1356,598,0
-,"10,1,0,0",454,999,5,1,unisex,,1357,849,0
-,"10,1,0,0",455,999,5,1,unisex,,1358,850,0
-,"10,1,0,0",456,999,5,1,unisex,,1359,851,0
-,"10,1,0,0",457,999,5,1,unisex,,1360,852,0
-,"10,1,0,0",458,999,5,1,unisex,,1361,853,0
-,"10,1,0,0",459,999,5,1,unisex,,1362,854,0
-,"10,1,0,0",460,999,5,1,unisex,,1363,855,0
-,"10,1,0,0",461,999,5,1,unisex,,1364,856,0
-,"10,1,0,0",462,999,5,1,unisex,,1365,857,0
-,"10,1,0,0",463,999,5,1,unisex,,1366,858,0
-,"10,1,0,0",464,999,5,1,unisex,,1367,859,0
-,"10,1,0,0",465,999,5,1,unisex,,1368,860,0
-,"10,1,0,0",466,999,5,1,unisex,,1369,861,0
-,"10,1,0,0",467,999,5,1,unisex,,1370,862,0
-,"10,1,0,0",468,999,5,1,unisex,,1371,863,0
-,"10,1,0,0",469,999,5,1,unisex,,1372,864,0
-,"10,1,0,0",470,999,5,1,unisex,,1373,865,0
-,"10,1,0,0",471,999,5,1,unisex,,1374,866,0
-,"10,1,0,0",472,999,5,1,unisex,,1375,867,0
-,"10,1,0,0",473,999,5,8,unisex,,1376,868,0
-,"10,1,0,0",474,999,5,8,unisex,,1377,869,0
-,"10,1,0,0",475,999,5,8,unisex,,1378,870,0
-,"10,1,0,0",476,999,5,8,unisex,,1379,871,0
-,"10,1,0,0",477,999,5,8,unisex,,1380,872,0
