boothFees-int[][],canDropScene-int[],canMint-int,desc-string,destructible-bool,givenSkillId-int,icon-string,id-int,name-string,onChainDelay-int,quality-int[],resourceInstructions-int[],sellable-bool,subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int
"800,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
坚固的青铜护腿，提供保护和舒适，适合采集者在艰险环境中工作。",0,0,item-icon-588,588,Lv9 青铜采集护腿,1440,"1,2,3,4,5",400,1,0,3,999,0,1,9,1
"800,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
增加采集速度和效率。",0,0,item-icon-589,589,Lv9 青铜采集手套,1440,"1,2,3,4,5",398,1,0,3,999,0,1,9,1
"800,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
这双护靴能够提供采集者在采集过程中的额外保护。",0,0,item-icon-590,590,Lv9 青铜采集护靴,1440,"1,2,3,4,5",401,1,0,3,999,0,1,9,1
"800,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，使你的农作物更不容易枯萎
-------
一把古朴的青铜水壶，能够储存清凉的饮水。",0,0,item-icon-591,591,Lv 9 青铜水壶,1440,"1,2,3,4,5",253,1,0,1,999,0,1,9,1
"800,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，使你的农作物更不容易枯萎
-------
一把坚固的青铜锄头，适用于农夫们耕种土地的必备工具。",0,0,item-icon-592,592,Lv 9 青铜锄头,1440,"1,2,3,4,5",252,1,0,1,999,0,1,9,1
"800,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，使你的农作物更不容易枯萎
-------
一把用于绘画和装饰的青铜刷子，能够轻松涂抹色彩和图案。",0,0,item-icon-593,593,Lv 9 青铜刷子,1440,"1,2,3,4,5",246,1,0,1,999,0,1,9,1
"800,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，使你的农作物更不容易枯萎
-------
一顶青铜农场主帽子，适合Lv 9的农夫，增加种植效率。",0,0,item-icon-594,594,Lv 9 青铜农场主帽子,1440,"1,2,3,4,5",249,1,0,1,999,0,1,9,1
"800,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，使你的农作物更不容易枯萎
-------
坚固的青铜护甲，保护农场主免受伤害。",0,0,item-icon-595,595,Lv 9 青铜农场主护甲,1440,"1,2,3,4,5",247,1,0,1,999,0,1,9,1
"800,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，使你的农作物更不容易枯萎
-------
坚固的护腿，适合农场主在田地里忙碌劳作，提供良好的保护和舒适度。",0,0,item-icon-596,596,Lv 9 青铜农场主护腿,1440,"1,2,3,4,5",250,1,0,1,999,0,1,9,1
"800,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，使你的农作物更不容易枯萎
-------
这双手套是专为农场主设计的，提供舒适的握持和耐久性。",0,0,item-icon-597,597,Lv 9 青铜农场主手套,1440,"1,2,3,4,5",248,1,0,1,999,0,1,9,1
"800,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，使你的农作物更不容易枯萎
-------
坚固耐用的护靴，为农场主提供额外的保护和舒适感。",0,0,item-icon-598,598,Lv 9 青铜农场主护靴,1440,"1,2,3,4,5",251,1,0,1,999,0,1,9,1
-,0,1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
恢复精力，让你重新充满活力。",0,0,item-icon-599,599,Lv 7 精力恢复药水,0,1,,0,0,3,999,0,3,7,1
-,0,1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
恢复精力，让你重新充满活力。",0,0,item-icon-600,600,Lv 8 精力恢复药水,0,1,,0,0,3,999,0,3,8,1
-,0,1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
恢复精力，让你重新充满活力。",0,0,item-icon-601,601,Lv 9 精力恢复药水,0,1,,0,0,3,999,0,3,9,1
"798,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
战斗的精华，适用于合成多种装备",0,0,item-icon-602,602,7级战斗精华,0,1,165,1,0,2,7,0,4,7,1
"799,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
战斗的精华，适用于合成多种装备",0,0,item-icon-603,603,8级战斗精华,0,1,166,1,0,2,8,0,4,8,1
"800,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
战斗的精华，适用于合成多种装备",0,0,item-icon-604,604,9级战斗精华,0,1,167,1,0,2,9,0,4,9,1
"798,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
采集的精华，适用于合成多种装备",0,0,item-icon-605,605,7级采集精华,0,1,174,1,0,3,7,0,4,7,1
"799,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
采集的精华，适用于合成多种装备",0,0,item-icon-606,606,8级采集精华,0,1,175,1,0,3,8,0,4,8,1
"800,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
采集的精华，适用于合成多种装备",0,0,item-icon-607,607,9级采集精华,0,1,176,1,0,3,9,0,4,9,1
"798,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
种植的精华，适用于合成多种装备",0,0,item-icon-608,608,7级种植精华,0,1,153,1,0,1,7,0,4,7,1
"799,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
种植的精华，适用于合成多种装备",0,0,item-icon-609,609,8级种植精华,0,1,154,1,0,1,8,0,4,8,1
"800,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
种植的精华，适用于合成多种装备",0,0,item-icon-610,610,9级种植精华,0,1,155,1,0,1,9,0,4,9,1
"798,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
养殖的精华，适用于合成多种装备",0,0,item-icon-611,611,7级养殖精华,0,1,156,1,0,1,7,0,4,7,1
"799,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
养殖的精华，适用于合成多种装备",0,0,item-icon-612,612,8级养殖精华,0,1,157,1,0,1,8,0,4,8,1
"800,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
养殖的精华，适用于合成多种装备",0,0,item-icon-613,613,9级养殖精华,0,1,158,1,0,1,9,0,4,9,1
-,"1,3,4",1,"产自远古灵域.
使用它可以触发特殊效果
-------
种出小麦的种子",0,97,item-icon-614,614,火红菊种子,0,1,500,1,0,1,7,1,3,7,1
-,"1,3,4",1,"产自远古灵域.
使用它可以触发特殊效果
-------
种出火焰之心的种子",0,97,item-icon-615,615,火焰之心种子,0,1,501,1,0,1,7,1,3,7,1
-,"1,3,4",1,"产自远古灵域.
使用它可以触发特殊效果
-------
种出炙热南瓜的种子",0,97,item-icon-616,616,炙热南瓜种子,0,1,502,1,0,1,7,1,3,7,1
-,"1,3,4",1,"产自远古灵域.
使用它可以触发特殊效果
-------
种出虚空之叶的种子",0,97,item-icon-617,617,虚空之叶种子,0,1,505,1,0,1,8,1,3,8,1
-,"1,3,4",1,"产自远古灵域.
使用它可以触发特殊效果
-------
种出虚空之实的种子",0,97,item-icon-618,618,虚空之实种子,0,1,504,1,0,1,8,1,3,8,1
-,"1,3,4",1,"产自远古灵域.
使用它可以触发特殊效果
-------
种出虚空之花的种子",0,97,item-icon-619,619,虚空之花种子,0,1,503,1,0,1,8,1,3,8,1
-,"1,3,4",1,"产自远古灵域.
使用它可以触发特殊效果
-------
种出冶炼果实的种子",0,97,item-icon-620,620,冶炼果实种子,0,1,508,1,0,1,9,1,3,9,1
-,"1,3,4",1,"产自远古灵域.
使用它可以触发特殊效果
-------
种出迷幻菜的种子",0,97,item-icon-621,621,迷幻菜种子,0,1,507,1,0,1,9,1,3,9,1
-,"1,3,4",1,"产自远古灵域.
使用它可以触发特殊效果
-------
种出力量之花的种子",0,97,item-icon-622,622,力量之花种子,0,1,506,1,0,1,9,1,3,9,1
"798,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
当前血量 增加 320",0,0,item-icon-623,623,Lv 7 炽热治疗药水,0,1,68,1,0,3,7,0,3,7,1
"798,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
战斗攻击力 增加 50",0,0,item-icon-641,641,Lv 7 炽热攻击药水,0,1,68,1,0,3,7,0,3,7,1
"798,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
移动速度 增加 200",0,0,item-icon-642,642,Lv 7 炽热移速药水,0,1,68,1,0,3,7,0,3,7,1
"798,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
对怪物暴击伤害 增加 120",0,0,item-icon-643,643,Lv 7 炽热暴击药水,0,1,68,1,0,3,7,0,3,7,1
"798,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
最大血量 增加 200",0,0,item-icon-644,644,Lv 7 炽热生命药水,0,1,68,1,0,3,7,0,3,7,1
"798,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
战斗防御值 增加 20",0,0,item-icon-645,645,Lv 7 炽热防御药水,0,1,68,1,0,3,7,0,3,7,1
"799,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
当前血量 增加 400",0,0,item-icon-646,646,Lv 8 虚无治疗药水,0,1,70,1,0,3,8,0,3,8,1
"799,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
战斗攻击力 增加 60",0,0,item-icon-647,647,Lv 8 虚无攻击药水,0,1,70,1,0,3,8,0,3,8,1
"799,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
移动速度 增加 240",0,0,item-icon-648,648,Lv 8 虚无移速药水,0,1,70,1,0,3,8,0,3,8,1
"799,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
对怪物暴击伤害 增加 150",0,0,item-icon-649,649,Lv 8 虚无暴击药水,0,1,70,1,0,3,8,0,3,8,1
"799,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
最大血量 增加 240",0,0,item-icon-650,650,Lv 8 虚无生命药水,0,1,70,1,0,3,8,0,3,8,1
"799,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
战斗防御值 增加 25",0,0,item-icon-651,651,Lv 8 虚无防御药水,0,1,70,1,0,3,8,0,3,8,1
"800,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
当前血量 增加 480",0,0,item-icon-652,652,Lv 9 青铜治疗药水,0,1,72,1,0,3,9,0,3,9,1
"800,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
战斗攻击力 增加 70",0,0,item-icon-653,653,Lv 9 青铜攻击药水,0,1,72,1,0,3,9,0,3,9,1
"800,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
移动速度 增加 280",0,0,item-icon-654,654,Lv 9 青铜移速药水,0,1,72,1,0,3,9,0,3,9,1
"800,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
对怪物暴击伤害 增加 180",0,0,item-icon-655,655,Lv 9 青铜暴击药水,0,1,72,1,0,3,9,0,3,9,1
"800,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
最大血量 增加 280",0,0,item-icon-656,656,Lv 9 青铜生命药水,0,1,72,1,0,3,9,0,3,9,1
"800,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
战斗防御值 增加 30",0,0,item-icon-657,657,Lv 9 青铜防御药水,0,1,72,1,0,3,9,0,3,9,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
进入远古灵域所需门票",0,0,item-icon-658,658,远古灵域门票,0,1,473,1,0,2,999,0,4,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
进入初级竞技场所需门票",0,0,item-icon-659,659,初级竞技场门票,0,1,474,1,0,2,999,0,4,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
进入中级竞技场所需门票",0,0,item-icon-660,660,中级竞技场门票,0,1,474,1,0,2,999,0,4,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
进入高级竞技场所需门票",0,0,item-icon-661,661,高级级竞技场门票,0,1,474,1,0,2,999,0,4,0,1
"792,1",0,1,可孵出宠物 - 金属狗,0,0,item-icon-665,665,金属狗宠物蛋,0,1,444,1,0,1,999,0,6,1,1
"792,1",0,1,可孵出宠物 - 南瓜先生,0,0,item-icon-666,666,南瓜先生宠物蛋,0,1,445,1,0,1,999,0,6,1,1
"792,1",0,1,可孵出宠物 - 仙人掌战士,0,0,item-icon-667,667,仙人掌战士宠物蛋,0,1,443,1,0,1,999,0,6,1,1
"793,1",0,1,可孵出宠物 - 嗡嗡蜂,0,0,item-icon-668,668,嗡嗡蜂宠物蛋,0,1,446,1,0,1,999,0,6,2,1
"793,1",0,1,可孵出宠物 - 叶状潜伏者,0,0,item-icon-669,669,叶状潜伏者宠物蛋,0,1,447,1,0,1,999,0,6,2,1
"793,1",0,1,可孵出宠物 - 矿矿猫,0,0,item-icon-670,670,矿矿猫宠物蛋,0,1,448,1,0,1,999,0,6,2,1
"794,1",0,1,可孵出宠物 - 混沌幽灵,0,0,item-icon-671,671,混沌幽灵宠物蛋,0,1,449,1,0,1,999,0,6,3,1
"794,1",0,1,可孵出宠物 - 深红猛击者,0,0,item-icon-672,672,深红猛击者宠物蛋,0,1,450,1,0,1,999,0,6,3,1
"794,1",0,1,可孵出宠物 - 冰霜爪牙,0,0,item-icon-673,673,冰霜爪牙宠物蛋,0,1,451,1,0,1,999,0,6,3,1
"795,1",0,1,可孵出宠物 - 愤怒树桩,0,0,item-icon-674,674,愤怒树桩宠物蛋,0,1,452,1,0,1,999,0,6,4,1
"795,1",0,1,可孵出宠物 - 橙叶蛋头,0,0,item-icon-675,675,橙叶蛋头宠物蛋,0,1,453,1,0,1,999,0,6,4,1
"795,1",0,1,可孵出宠物 - 骷髅士兵,0,0,item-icon-676,676,骷髅士兵宠物蛋,0,1,454,1,0,1,999,0,6,4,1
"796,1",0,1,可孵出宠物 - 黑化雪精灵,0,0,item-icon-677,677,黑化雪精灵宠物蛋,0,1,455,1,0,1,999,0,6,5,1
"796,1",0,1,可孵出宠物 - 暗黑巨目,0,0,item-icon-678,678,暗黑巨目宠物蛋,0,1,456,1,0,1,999,0,6,5,1
"796,1",0,1,可孵出宠物 - 骷髅队长,0,0,item-icon-679,679,骷髅队长宠物蛋,0,1,457,1,0,1,999,0,6,5,1
"797,1",0,1,可孵出宠物 - 冰球巨龟,0,0,item-icon-680,680,冰球巨龟宠物蛋,0,1,458,1,0,1,999,0,6,6,1
"797,1",0,1,可孵出宠物 - 雪兔巫师,0,0,item-icon-681,681,雪兔巫师宠物蛋,0,1,459,1,0,1,999,0,6,6,1
"797,1",0,1,可孵出宠物 - 骷髅弓箭手,0,0,item-icon-682,682,骷髅弓箭手宠物蛋,0,1,460,1,0,1,999,0,6,6,1
"798,1",0,1,可孵出宠物 - 炫光小霸王,0,0,item-icon-683,683,炫光小霸王宠物蛋,0,1,461,1,0,1,999,0,6,7,1
"798,1",0,1,可孵出宠物 - 火岩守卫,0,0,item-icon-684,684,火岩守卫宠物蛋,0,1,462,1,0,1,999,0,6,7,1
"798,1",0,1,可孵出宠物 - 巨岩守卫,0,0,item-icon-685,685,巨岩守卫宠物蛋,0,1,463,1,0,1,999,0,6,7,1
"799,1",0,1,可孵出宠物 - 黄纹岩怪,0,0,item-icon-686,686,黄纹岩怪宠物蛋,0,1,466,1,0,1,999,0,6,8,1
"799,1",0,1,可孵出宠物 - 智眸鹰守,0,0,item-icon-687,687,智眸鹰守宠物蛋,0,1,465,1,0,1,999,0,6,8,1
"799,1",0,1,可孵出宠物 - 星辰幼龙,0,0,item-icon-688,688,星辰幼龙宠物蛋,0,1,464,1,0,1,999,0,6,8,1
"800,1",0,1,可孵出宠物 - 谜光古灵,0,0,item-icon-689,689,谜光古灵宠物蛋,0,1,467,1,0,1,999,0,6,9,1
"800,1",0,1,可孵出宠物 - 绿石雕灵,0,0,item-icon-690,690,绿石雕灵宠物蛋,0,1,468,1,0,1,999,0,6,9,1
"800,1",0,1,可孵出宠物 - 笑面刺盾,0,0,item-icon-691,691,笑面刺盾宠物蛋,0,1,469,1,0,1,999,0,6,9,1
-,"1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
神秘的种子，埋入土壤中，等待着神奇的图腾生长。",0,97,item-icon-692,692,图腾测试种子,0,1,,0,0,1,999,0,3,1,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
蕴含着浓厚的自然之力，可作用在宠物上",0,0,item-icon-693,693,Lv 1 自然之灵,0,1,425,1,0,3,999,0,4,1,1
"793,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
蕴含着浓厚的自然之力，可作用在宠物上",0,0,item-icon-694,694,Lv 2 自然之灵,0,1,426,1,0,3,999,0,4,2,1
"794,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
蕴含着浓厚的自然之力，可作用在宠物上",0,0,item-icon-695,695,Lv 3 自然之灵,0,1,427,1,0,3,999,0,4,3,1
"795,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
蕴含着浓厚的自然之力，可作用在宠物上",0,0,item-icon-696,696,Lv 4 自然之灵,0,1,428,1,0,3,999,0,4,4,1
"796,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
蕴含着浓厚的自然之力，可作用在宠物上",0,0,item-icon-697,697,Lv 5 自然之灵,0,1,429,1,0,3,999,0,4,5,1
"797,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
蕴含着浓厚的自然之力，可作用在宠物上",0,0,item-icon-698,698,Lv 6 自然之灵,0,1,430,1,0,3,999,0,4,6,1
"798,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
蕴含着浓厚的自然之力，可作用在宠物上",0,0,item-icon-699,699,Lv 7 自然之灵,0,1,431,1,0,3,999,0,4,7,1
"799,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
蕴含着浓厚的自然之力，可作用在宠物上",0,0,item-icon-700,700,Lv 8 自然之灵,0,1,432,1,0,3,999,0,4,8,1
"800,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
蕴含着浓厚的自然之力，可作用在宠物上",0,0,item-icon-701,701,Lv 9 自然之灵,0,1,433,1,0,3,999,0,4,9,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
饲料是一种消耗品，能够提供动物所需的营养成分，使其保持健康成长。它适用于各种家畜和宠物，能够增加它们的生产力和生命值。",0,27,item-icon-702,702,Lv 3 饲料,0,1,436,1,0,1,3,0,3,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
饲料是一种消耗品，能够提供动物所需的营养成分，使其保持健康成长。它适用于各种家畜和宠物，能够增加它们的生产力和生命值。",0,27,item-icon-703,703,Lv 4 饲料,0,1,437,1,0,1,4,0,3,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
饲料是一种消耗品，能够提供动物所需的营养成分，使其保持健康成长。它适用于各种家畜和宠物，能够增加它们的生产力和生命值。",0,27,item-icon-704,704,Lv 5 饲料,0,1,438,1,0,1,5,0,3,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
饲料是一种消耗品，能够提供动物所需的营养成分，使其保持健康成长。它适用于各种家畜和宠物，能够增加它们的生产力和生命值。",0,27,item-icon-705,705,Lv 6 饲料,0,1,439,1,0,1,6,0,3,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
饲料是一种消耗品，能够提供动物所需的营养成分，使其保持健康成长。它适用于各种家畜和宠物，能够增加它们的生产力和生命值。",0,27,item-icon-706,706,Lv 7 饲料,0,1,440,1,0,1,7,0,3,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
饲料是一种消耗品，能够提供动物所需的营养成分，使其保持健康成长。它适用于各种家畜和宠物，能够增加它们的生产力和生命值。",0,27,item-icon-707,707,Lv 8 饲料,0,1,441,1,0,1,8,0,3,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
饲料是一种消耗品，能够提供动物所需的营养成分，使其保持健康成长。它适用于各种家畜和宠物，能够增加它们的生产力和生命值。",0,27,item-icon-708,708,Lv 9 饲料,0,1,442,1,0,1,9,0,3,0,1
-,"1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
恢复你的当前精力值 4",0,0,item-icon-709,709,Lv 1 精力药水2.0,0,1,74,1,0,3,999,0,3,0,1
-,"1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
恢复你的当前精力值 10",0,0,item-icon-710,710,Lv 2 精力药水2.0,0,1,76,1,0,3,999,0,3,0,1
-,"1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
恢复你的当前精力值 17",0,0,item-icon-711,711,Lv 3 精力药水2.0,0,1,78,1,0,3,999,0,3,0,1
-,"1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
恢复你的当前精力值 25",0,0,item-icon-712,712,Lv 4 精力药水2.0,0,1,80,1,0,3,999,0,3,0,1
-,"1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
恢复你的当前精力值 34",0,0,item-icon-713,713,Lv 5 精力药水2.0,0,1,82,1,0,3,999,0,3,0,1
-,"1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
恢复你的当前精力值 44",0,0,item-icon-714,714,Lv 6 精力药水2.0,0,1,84,1,0,3,999,0,3,0,1
-,"1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
恢复你的当前精力值 55",0,0,item-icon-715,715,Lv 7 精力药水2.0,0,1,86,1,0,3,999,0,3,0,1
-,"1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
恢复你的当前精力值 67",0,0,item-icon-716,716,Lv 8 精力药水2.0,0,1,414,1,0,3,999,0,3,0,1
-,"1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
恢复你的当前精力值 80",0,0,item-icon-717,717,Lv 9 精力药水2.0,0,1,415,1,0,3,999,0,3,0,1
"792,1","1,3,4",1,"产自花岚峰, 产自浮空之地, 产自远古灵域.
可以用于合成装备或道具
-------
[629]出现在花峰，出现在浮游境，出现在古老领域。
它可以用来制作装备或物品。
-------",0,0,item-icon-718,718,勇者的勋章,0,1,38,1,0,2,999,0,4,0,1
-,0,0,"[630]空
",0,97,item-icon-719,719,图腾A种子,0,1,,0,1,1,999,0,3,0,1
-,0,0,"[631]空
",0,97,item-icon-720,720,图腾B种子,0,1,,0,1,1,999,0,3,0,1
-,0,0,"[632]空
",0,97,item-icon-721,721,图腾C种子,0,1,,0,1,1,999,0,3,0,1
-,0,0,"[633]空
",0,97,item-icon-722,722,图腾D种子,0,1,,0,1,1,999,0,3,0,1
-,0,0,"[634]空
",0,97,item-icon-723,723,图腾E种子,0,1,,0,1,1,999,0,3,0,1
"792,1","1,3,4",1,击败浪刃武士获得的纪念品,1,0,item-icon-725,725,浪刃武士的勋章,0,1,476,1,0,2,999,0,4,0,1
"792,1","1,3,4",1,击败幽魂主教获得的纪念品,1,0,item-icon-726,726,幽魂主教的勋章,0,1,475,1,0,2,999,0,4,0,1
"792,1","1,3,4",1,"产自竞技场副本.
可以用于合成装备或道具
-------
击杀PVP副本Boss获得的掉落奖励",0,0,item-icon-727,727,杀戮者的勋章,0,1,470,1,0,2,999,0,4,0,1
"792,1","1,3,4",1,"产自浮空之地.
可以用于合成装备或道具
-------
在浮空之地击杀怪物获得的奖励",0,0,item-icon-728,728,开拓者的勋章,0,1,40,1,0,2,999,0,4,0,1
"792,1","1,3,4",1,"产自远古灵域.
可以用于合成装备或道具
-------
在远古灵域击杀怪物获得的奖励",0,0,item-icon-729,729,征服者的勋章,0,1,42,1,0,2,999,0,4,0,1
"792,1","1,3,4",1,"产自竞技场副本.
可以用于合成装备或道具
-------
击杀PVP副本Boss获得的掉落奖励",0,0,item-icon-730,730,法外狂徒勋章,0,1,471,1,0,2,999,0,4,0,1
"792,1","1,3,4",1,"产自竞技场副本.
可以用于合成装备或道具
-------
击杀PVP副本Boss获得的掉落奖励",0,0,item-icon-731,731,嗜血成瘾勋章,0,1,472,1,0,2,999,0,4,0,1
"792,1","1,3,4",1,活力勋章,0,0,item-icon-732,732,活力勋章,0,1,413,1,0,2,999,0,4,0,1
-,0,1,特殊道具，不可交易,0,0,item-icon-733,733,日常挑战门票,0,1,413,0,0,2,999,0,4,0,1
"792,1","1,3,4",1,咕咕咕,0,0,item-icon-734,734,鸽者之证,0,1,,1,0,"1,2,3",999,0,4,0,1
-,"1,3,4",1,"每日排行榜奖励.
-------
用于立刻刷出一个Token任务",1,0,item-icon-735,735,战斗任务票 0-3,0,1,407,1,0,2,999,2,7,0,1
-,"1,3,4",1,"每日排行榜奖励.
-------
用于立刻刷出一个Token任务",1,0,item-icon-736,736,战斗任务票 4-6,0,1,408,1,0,2,999,2,7,0,1
-,"1,3,4",1,"每日排行榜奖励.
-------
用于立刻刷出一个Token任务",1,0,item-icon-737,737,战斗任务票 7-9,0,1,409,1,0,2,999,2,7,0,1
"792,1","1,3,4",1,装备碎片通过拆解装备获得，可以用于合成更高等级的碎片或者重新合成装备。,0,0,item-icon-738,738,Lv 1 战斗装备碎片,0,1,52,1,0,2,999,0,4,1,1
"793,1","1,3,4",1,装备碎片通过拆解装备获得，可以用于合成更高等级的碎片或者重新合成装备。,0,0,item-icon-739,739,Lv 2 战斗装备碎片,0,1,52,1,0,2,999,0,4,2,1
"794,1","1,3,4",1,装备碎片通过拆解装备获得，可以用于合成更高等级的碎片或者重新合成装备。,0,0,item-icon-740,740,Lv 3 战斗装备碎片,0,1,52,1,0,2,999,0,4,3,1
"795,1","1,3,4",1,装备碎片通过拆解装备获得，可以用于合成更高等级的碎片或者重新合成装备。,0,0,item-icon-741,741,Lv 4 战斗装备碎片,0,1,52,1,0,2,999,0,4,4,1
"796,1","1,3,4",1,装备碎片通过拆解装备获得，可以用于合成更高等级的碎片或者重新合成装备。,0,0,item-icon-742,742,Lv 5 战斗装备碎片,0,1,52,1,0,2,999,0,4,5,1
"797,1","1,3,4",1,装备碎片通过拆解装备获得，可以用于合成更高等级的碎片或者重新合成装备。,0,0,item-icon-743,743,Lv 6 战斗装备碎片,0,1,52,1,0,2,999,0,4,6,1
"798,1","1,3,4",1,装备碎片通过拆解装备获得，可以用于合成更高等级的碎片或者重新合成装备。,0,0,item-icon-744,744,Lv 7 战斗装备碎片,0,1,52,1,0,2,999,0,4,7,1
"799,1","1,3,4",1,装备碎片通过拆解装备获得，可以用于合成更高等级的碎片或者重新合成装备。,0,0,item-icon-745,745,Lv 8 战斗装备碎片,0,1,52,1,0,2,999,0,4,8,1
"800,1","1,3,4",1,装备碎片通过拆解装备获得，可以用于合成更高等级的碎片或者重新合成装备。,0,0,item-icon-746,746,Lv 9 战斗装备碎片,0,1,52,1,0,2,999,0,4,9,1
