canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,quality-int[],type-int,useLv-int,userType-int
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
一束閃耀的鑽石頭髮，散發著奢華與財富的光芒。這是農場主們的專屬髮型，象徵著他們在農田中的辛勤勞動和成功的收穫。無論是在種田、採集還是繁忙的農場事務中，這束鑽石頭髮都會讓農場主們充滿自信和魅力。",0,item-icon-355,355,鑽石農場主頭髮,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這件上衣是專為那些熱愛農田生活的農場主設計的。它採用高品質的鑽石纖維材料製成，輕盈舒適，同時具備出色的耐久性。這款上衣不僅提供了優秀的防護性能，還具備吸濕排汗的功能，讓你在農田勞作時始終保持幹爽舒適。無論是耕種、種植還是收穫，鑽石農場主上衣都是你最可靠的夥伴。",0,item-icon-356,356,鑽石農場主上衣,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這雙手套是專為農場主設計的，以鑽石為裝飾，展現出豪華與實用的完美結合。手套採用高級材料製成，提供出色的保護和舒適感。它們增強了農場主在種田過程中的靈巧性和效率，讓他們能夠更快地耕種土地、收穫豐富的農作物。無論是播種還是收割，這雙手套都是農場主的得力助手，讓他們成為真正的農業大亨。",0,item-icon-357,357,鑽石農場主手套,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這條褲子是專為那些熱愛農耕的農場主設計的。它採用高品質的材料製成，舒適耐用。褲子上裝飾著閃耀的鑽石，彰顯著農場主的地位和財富。穿上它，你將感受到無與倫比的種田樂趣，讓你在農場的工作中更加高效和自信。無論是耕種、播種還是收穫，這條褲子都會成為你最可靠的夥伴。",0,item-icon-358,358,鑽石農場主褲子,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這雙鞋子是專為農場主設計的，採用優質材料製成。它們具有出色的耐久性和舒適度，讓農場主在田地裏長時間工作時感到輕鬆自在。鞋子底部特別加固，以防止尖銳物品刺穿，同時提供良好的抓地力，讓農場主在濕滑的土地上行走更加穩定。這雙鞋子還附帶了一些隱藏的鑽石裝飾，展現了農場主的獨特品味和成功地位。無論是耕種、收割還是照料農作物，鑽石農場主鞋子都是不可或缺的工具。",0,item-icon-359,359,鑽石農場主鞋子,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這是一款炫酷的髮型道具，適合那些勤勞的農場主們。它散發著星光般的光芒，讓你在農田間閃耀奪目。無論是種田、採集還是照顧農作物，這個頭髮都會給你帶來好運和農場主的自豪感。讓你成為農場界的明星！",0,item-icon-360,360,星輝農場主頭髮,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這件上衣是專為農場主設計的，以星輝為靈感，散發著歡快的氛圍。它採用輕盈的材質，舒適而耐用，讓農場主在繁忙的農事工作中保持舒適和靈活。無論是耕種、收割還是餵養動物，這件上衣都能為農場主提供足夠的保護和便利。讓你在農場的每一天都充滿活力和快樂！",0,item-icon-361,361,星輝農場主上衣,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這雙手套是專為農場主設計的，以星輝之力注入而成。它們提供了出色的保護和靈巧性，讓農場主能夠在田地裏輕鬆地種植作物。手套上的細膩紋路能夠增強農場主的觸感，使他們能夠更加精准地操作鋤頭和刷子，從而打造出美麗的農田景觀。無論是耕種、播種還是收穫，星輝農場主手套都是農場主最可靠的夥伴。",0,item-icon-362,362,星輝農場主手套,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這條褲子是專為農場主設計的，採用柔軟舒適的材質製成。它具有出色的耐久性和透氣性，讓農場主在繁忙的農田工作中保持舒適和靈活。褲子上細緻的星輝圖案象徵著農場主的辛勤勞動和希望，為他們帶來好運和豐收。無論是耕種、播種還是收割，這條褲子都是農場主最可靠的夥伴。",0,item-icon-363,363,星輝農場主褲子,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這雙鞋子是專為農場主設計的，採用輕盈耐用的材料製成。它們具有出色的防滑性能，讓農場主在田地裏行走時穩定如山。鞋子上細緻的星輝圖案，象徵著農場主的智慧和勤勞。無論是耕種、種植還是收穫，這雙鞋子都能為農場主提供舒適和保護，讓他們在農田中留下自己的足跡。",0,item-icon-364,364,星輝農場主鞋子,"1,2,3,4,5",1,6,1
1,"通過擊敗同等級怪物可以獲得這個道具.
可以用於合成裝備或道具
-------
硬骨頭！應該來自某種生物",0,item-icon-365,365,堅硬骨頭,1,4,4,1
1,"通過擊敗同等級怪物可以獲得這個道具.
可以用於合成裝備或道具
-------
植物？動物？還是介於兩者之間？",0,item-icon-366,366,蛋頭,1,4,4,1
1,"通過擊敗同等級怪物可以獲得這個道具.
可以用於合成裝備或道具
-------
不像是從樹上直接砍下來的，倒像是雪人的鼻子",0,item-icon-367,367,精緻木材,1,4,4,1
1,"通過擊敗同等級怪物可以獲得這個道具.
可以用於合成裝備或道具
-------
硬骨架！還會發光！",0,item-icon-368,368,光亮骨架,1,4,5,1
1,"通過擊敗同等級怪物可以獲得這個道具.
可以用於合成裝備或道具
-------
看起來有點瘆人...",0,item-icon-369,369,巨大眼球,1,4,5,1
1,"通過擊敗同等級怪物可以獲得這個道具.
可以用於合成裝備或道具
-------
一對精緻的雙翼，讓人愛不釋手",0,item-icon-370,370,精靈雙翼,1,4,5,1
1,"通過擊敗同等級怪物可以獲得這個道具.
可以用於合成裝備或道具
-------
怎麼跟個球一樣，圓滾滾的",0,item-icon-371,371,冰晶龜甲,1,4,6,1
1,"通過擊敗同等級怪物可以獲得這個道具.
可以用於合成裝備或道具
-------
晚上不用點蠟燭了",0,item-icon-372,372,鬼火,1,4,6,1
1,"通過擊敗同等級怪物可以獲得這個道具.
可以用於合成裝備或道具
-------
小小一只，沒法直接使用，但應該可以作為合成材料",0,item-icon-373,373,小法杖,1,4,6,1
1,"通過採集同等級的採集物可以獲得這個道具.
可以用於合成裝備或道具
-------
金色的蒲公英，真是少見",0,item-icon-374,374,金色蒲公英,1,4,4,1
1,"通過採集同等級的採集物可以獲得這個道具.
可以用於合成裝備或道具
-------
一朵仙人掌花",0,item-icon-375,375,仙人掌花,1,4,4,1
1,"通過採集同等級的採集物可以獲得這個道具.
可以用於合成裝備或道具
-------
這塊石頭的演技一定很好",0,item-icon-376,376,卡斯奧小金人,1,4,4,1
1,"通過採集同等級的採集物可以獲得這個道具.
可以用於合成裝備或道具
-------
看起來很鋒利，小心被割到手",0,item-icon-377,377,鑽石纖維,1,4,5,1
1,"通過採集同等級的採集物可以獲得這個道具.
可以用於合成裝備或道具
-------
輕輕敲擊還能發出悅耳的聲音",0,item-icon-378,378,鑽石音符,1,4,5,1
1,"通過採集同等級的採集物可以獲得這個道具.
可以用於合成裝備或道具
-------
很可愛的一塊石頭",0,item-icon-379,379,熊狀鑽石礦,1,4,5,1
1,"通過採集同等級的採集物可以獲得這個道具.
可以用於合成裝備或道具
-------
快看呐，這朵小花多像一個小精靈",0,item-icon-380,380,仙人花,1,4,6,1
1,"通過採集同等級的採集物可以獲得這個道具.
可以用於合成裝備或道具
-------
小時候的願望是把星星裝進罐子裏，所以我這是實現願望了？",0,item-icon-381,381,罐裝星星,1,4,6,1
1,"通過採集同等級的採集物可以獲得這個道具.
可以用於合成裝備或道具
-------
多麼漂亮的石頭，就像來自外太空的彗星",0,item-icon-382,382,隕落晶石,1,4,6,1
1,"通過種植可以獲得這種原材料.
可以用於合成裝備或道具
-------
世界上最常見的主食之一",0,item-icon-383,383,小麥,1,4,4,1
1,"通過種植可以獲得這種原材料.
可以用於合成裝備或道具
-------
我記得有個遊戲這玩意會吐子彈",0,item-icon-384,384,豌豆,1,4,4,1
1,"通過種植可以獲得這種原材料.
可以用於合成裝備或道具
-------
隔著螢幕都聞到味道了",0,item-icon-385,385,大蒜,1,4,4,1
1,"通過種植可以獲得這種原材料.
可以用於合成裝備或道具
-------
有些人會把中間的花芯炒熟做成零食吃，味道不錯",0,item-icon-386,386,向日葵,1,4,5,1
1,"通過種植可以獲得這種原材料.
可以用於合成裝備或道具
-------
這玩意更應該出現在酒莊裏",0,item-icon-387,387,葡萄,1,4,5,1
1,"通過種植可以獲得這種原材料.
可以用於合成裝備或道具
-------
世界上最常見的主食之二",0,item-icon-388,388,土豆,1,4,5,1
1,"通過種植可以獲得這種原材料.
可以用於合成裝備或道具
-------
被嚇到了",0,item-icon-389,389,食人花,1,4,6,1
1,"通過種植可以獲得這種原材料.
可以用於合成裝備或道具
-------
像一個喇叭",0,item-icon-390,390,牽牛花,1,4,6,1
1,"通過種植可以獲得這種原材料.
可以用於合成裝備或道具
-------
一根木薯",0,item-icon-391,391,木薯,1,4,6,1
1,"通過養殖可以獲得這種原材料.
可以用於合成裝備或道具
-------
在某個遊戲裏，這個東西可以促進植物生長，但在這裏好像不行",0,item-icon-392,392,骨粉,1,4,4,1
1,"通過養殖可以獲得這種原材料.
可以用於合成裝備或道具
-------
十分具有韌性，可以搓揉成繩子或細線",0,item-icon-393,393,堅韌藤蔓,1,4,4,1
1,"通過養殖可以獲得這種原材料.
可以用於合成裝備或道具
-------
一片巨大的葉子",0,item-icon-394,394,橙葉,1,4,4,1
1,"通過養殖可以獲得這種原材料.
可以用於合成裝備或道具
-------
別被他的形狀嚇到，這個東西不輸給世界上任何一種香料",0,item-icon-395,395,暗暗香料,1,4,5,1
1,"通過養殖可以獲得這種原材料.
可以用於合成裝備或道具
-------
它隱隱發著光",0,item-icon-396,396,發光骨粉,1,4,5,1
1,"通過養殖可以獲得這種原材料.
可以用於合成裝備或道具
-------
嘿，喜歡打雪仗嗎",0,item-icon-397,397,精靈雪球,1,4,5,1
1,"通過養殖可以獲得這種原材料.
可以用於合成裝備或道具
-------
從龜甲上脫落的鱗片，真漂亮",0,item-icon-398,398,龜甲鱗片,1,4,6,1
1,"通過養殖可以獲得這種原材料.
可以用於合成裝備或道具
-------
一枚精緻的箭頭",0,item-icon-399,399,精緻箭頭,1,4,6,1
1,"通過養殖可以獲得這種原材料.
可以用於合成裝備或道具
-------
暖呼呼的，做成衣服肯定很不錯！",0,item-icon-400,400,雪兔絨毛,1,4,6,1
1,"通過合成可以獲得這個物品.
可以用於合成裝備或道具
-------
戰鬥的精華，適用於合成多種裝備",0,item-icon-401,401,Lv 4 戰士精華,1,4,4,1
1,"通過合成可以獲得這個物品.
可以用於合成裝備或道具
-------
戰鬥的精華，適用於合成多種裝備",0,item-icon-402,402,Lv 5 戰士精華,1,4,5,1
1,"通過合成可以獲得這個物品.
可以用於合成裝備或道具
-------
戰鬥的精華，適用於合成多種裝備",0,item-icon-403,403,Lv 6 戰士精華,1,4,6,1
1,"通過合成可以獲得這個物品.
可以用於合成裝備或道具
-------
採集的精華，適用於合成多種裝備",0,item-icon-404,404,Lv 4 採集精華,1,4,4,1
1,"通過合成可以獲得這個物品.
可以用於合成裝備或道具
-------
採集的精華，適用於合成多種裝備",0,item-icon-405,405,Lv 5 採集精華,1,4,5,1
1,"通過合成可以獲得這個物品.
可以用於合成裝備或道具
-------
採集的精華，適用於合成多種裝備",0,item-icon-406,406,Lv 6 採集精華,1,4,6,1
1,"通過合成可以獲得這個物品.
可以用於合成裝備或道具
-------
種植的精華，適用於合成多種裝備",0,item-icon-407,407,Lv 4 種植精華,1,4,4,1
1,"通過合成可以獲得這個物品.
可以用於合成裝備或道具
-------
種植的精華，適用於合成多種裝備",0,item-icon-408,408,Lv 5 種植精華,1,4,5,1
1,"通過合成可以獲得這個物品.
可以用於合成裝備或道具
-------
種植的精華，適用於合成多種裝備",0,item-icon-409,409,Lv 6 種植精華,1,4,6,1
1,"通過合成可以獲得這個物品.
可以用於合成裝備或道具
-------
養殖的精華，適用於合成多種裝備",0,item-icon-410,410,Lv 4 養殖精華,1,4,4,1
1,"通過合成可以獲得這個物品.
可以用於合成裝備或道具
-------
養殖的精華，適用於合成多種裝備",0,item-icon-411,411,Lv 5 養殖精華,1,4,5,1
1,"通過合成可以獲得這個物品.
可以用於合成裝備或道具
-------
養殖的精華，適用於合成多種裝備",0,item-icon-412,412,Lv 6 養殖精華,1,4,6,1
1,"通過採集同等級的採集物可以獲得這個道具, 通過擊敗同等級怪物可以獲得這個道具.
使用它可以觸發特殊效果
-------
種出小麥的種子",23,item-icon-413,413,小麥種子,1,3,4,1
1,"通過採集同等級的採集物可以獲得這個道具, 通過擊敗同等級怪物可以獲得這個道具.
使用它可以觸發特殊效果
-------
種出豌豆的種子",23,item-icon-414,414,豌豆種子,1,3,4,1
1,"通過採集同等級的採集物可以獲得這個道具, 通過擊敗同等級怪物可以獲得這個道具.
使用它可以觸發特殊效果
-------
種出大蒜的種子",23,item-icon-415,415,大蒜種子,1,3,4,1
1,"通過採集同等級的採集物可以獲得這個道具, 通過擊敗同等級怪物可以獲得這個道具.
使用它可以觸發特殊效果
-------
種出向日葵的種子",23,item-icon-416,416,向日葵種子,1,3,5,1
1,"通過採集同等級的採集物可以獲得這個道具, 通過擊敗同等級怪物可以獲得這個道具.
使用它可以觸發特殊效果
-------
種出葡萄的種子",23,item-icon-417,417,葡萄種子,1,3,5,1
1,"通過採集同等級的採集物可以獲得這個道具, 通過擊敗同等級怪物可以獲得這個道具.
使用它可以觸發特殊效果
-------
種出土豆的種子",23,item-icon-418,418,土豆種子,1,3,5,1
1,"通過採集同等級的採集物可以獲得這個道具, 通過擊敗同等級怪物可以獲得這個道具.
使用它可以觸發特殊效果
-------
種出食人花的種子",23,item-icon-419,419,食人花種子,1,3,6,1
1,"通過採集同等級的採集物可以獲得這個道具, 通過擊敗同等級怪物可以獲得這個道具.
使用它可以觸發特殊效果
-------
種出牽牛花的種子",23,item-icon-420,420,牽牛花種子,1,3,6,1
1,"通過採集同等級的採集物可以獲得這個道具, 通過擊敗同等級怪物可以獲得這個道具.
使用它可以觸發特殊效果
-------
種出木薯的種子",23,item-icon-421,421,木薯種子,1,3,6,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
當前血量 增加 320",0,item-icon-422,422,黃金治療藥水,1,3,4,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
戰鬥攻擊力 增加 50",0,item-icon-423,423,黃金攻擊藥水,1,3,4,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
移動速度 增加 200",0,item-icon-424,424,黃金移速藥水,1,3,4,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
對怪物暴擊傷害 增加 120",0,item-icon-425,425,黃金暴擊藥水,1,3,4,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
最大血量 增加 200",0,item-icon-426,426,黃金生命藥水,1,3,4,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
戰鬥防禦值 增加 20",0,item-icon-427,427,黃金防禦藥水,1,3,4,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
當前血量 增加 400",0,item-icon-429,429,鑽石治療藥水,1,3,5,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
戰鬥攻擊力 增加 60",0,item-icon-430,430,鑽石攻擊藥水,1,3,5,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
移動速度 增加 240",0,item-icon-431,431,鑽石移速藥水,1,3,5,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
對怪物暴擊傷害 增加 150",0,item-icon-432,432,鑽石暴擊藥水,1,3,5,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
最大血量 增加 240",0,item-icon-433,433,鑽石生命藥水,1,3,5,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
戰鬥防禦值 增加 25",0,item-icon-434,434,鑽石防禦藥水,1,3,5,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
當前血量 增加 480",0,item-icon-435,435,星輝治療藥水,1,3,6,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
戰鬥攻擊力 增加 70",0,item-icon-436,436,星輝攻擊藥水,1,3,6,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
移動速度 增加 280",0,item-icon-437,437,星輝移速藥水,1,3,6,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
對怪物暴擊傷害 增加 180",0,item-icon-438,438,星輝暴擊藥水,1,3,6,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
最大血量 增加 280",0,item-icon-439,439,星輝生命藥水,1,3,6,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
戰鬥防禦值 增加 30",0,item-icon-440,440,星輝防禦藥水,1,3,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
錘子可以破除某些怪物的裝甲，帶上錘子錘他丫的",0,item-icon-441,441,Lv  錘子,1,1,1,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
錘子可以破除某些怪物的裝甲，帶上錘子錘他丫的",0,item-icon-442,442,Lv  鐵錘子,"1,2",1,2,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
錘子可以破除某些怪物的裝甲，帶上錘子錘他丫的",0,item-icon-443,443,Lv  祝福錘子,"1,2,3",1,3,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
錘子可以破除某些怪物的裝甲，帶上錘子錘他丫的",0,item-icon-444,444,Lv 4 黃金錘子,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
錘子可以破除某些怪物的裝甲，帶上錘子錘他丫的",0,item-icon-445,445,Lv 5 鑽石錘子,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
錘子可以破除某些怪物的裝甲，帶上錘子錘他丫的",0,item-icon-446,446,Lv 6 星輝錘子,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
如果你很擔心被怪物追著打，那麼這把弓很適合你，你可以在安全的距離擊殺怪物",0,item-icon-450,450,Lv 4 黃金弓,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
如果你很擔心被怪物追著打，那麼這把弓很適合你，你可以在安全的距離擊殺怪物",0,item-icon-451,451,Lv 5 鑽石弓,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
如果你很擔心被怪物追著打，那麼這把弓很適合你，你可以在安全的距離擊殺怪物",0,item-icon-452,452,Lv 6 星輝弓,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
用於安撫你的寵物，使其能夠安心生產",0,item-icon-453,453,Lv  刷子,1,1,1,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
用於安撫你的寵物，使其能夠安心生產",0,item-icon-454,454,Lv  銅刷子,"1,2",1,2,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
用於安撫你的寵物，使其能夠安心生產",0,item-icon-455,455,Lv  祝福刷子,"1,2,3",1,3,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
用於安撫你的寵物，使其能夠安心生產",0,item-icon-456,456,Lv 4 黃金刷子,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
用於安撫你的寵物，使其能夠安心生產",0,item-icon-457,457,Lv 5 鑽石刷子,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
用於安撫你的寵物，使其能夠安心生產",0,item-icon-458,458,Lv 6 星輝刷子,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
恢復精力 + 30",0,item-icon-459,459,Lv 4 精力恢復藥水,1,3,4,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
恢復精力 + 37",0,item-icon-460,460,Lv 5 精力恢復藥水,1,3,5,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
恢復精力 + 45",0,item-icon-461,461,Lv 6 精力恢復藥水,1,3,6,1
1,"在击杀与自己等级相同的怪物时可能获得此物品。
它可以用于制作装备或物品。
-------
仅在花峰获得
",0,item-icon-462,462,青铜碎片,1,4,2,1
1,"在击杀与自己等级相同的怪物时可能获得此物品。
它可以用于制作装备或物品。
-------
仅在花峰获得
",0,item-icon-463,463,领主爪,1,4,3,1
1,"你可以通过合成获得此物品。
-------
#01浮空境抽奖券
",0,item-icon-464,464,#01 浮空境彩票,1,4,0,1
1,"你可以通过合成获得此物品。
-------
#01花峰抽奖券
",0,item-icon-465,465,#01 花峰彩票,1,4,0,1
1,"你可以通过合成获得此物品。
-------
#01开放世界抽奖券
",0,item-icon-466,466,#01 开放世界彩票,1,4,0,1
1,"你可以通过合成获得此物品。
-------
浮空境入场券
",0,item-icon-467,467,浮空境入场券,1,4,0,1
1,"你可以通过合成获得此物品。
-------
花峰入场券
",0,item-icon-468,468,花峰入场券,1,4,0,1
1,"破损的浮空境入场券可以用来兑换完整的浮空境入场券
",0,item-icon-469,469,破损的浮空境入场券,1,4,0,1
1,破损的花峰入场券可以用来兑换完整的花峰入场券,0,item-icon-470,470,破损的花峰入场券,1,4,0,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-471,471,"幫派核心頭髮
",5,1,6,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-472,472,"幫派核心上衣
",5,1,6,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-473,473,"幫派核心手套
",5,1,6,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-474,474,"幫派核心褲子
",5,1,6,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。",0,item-icon-475,475,幫派核心鞋子,5,1,6,1
