canDropScene-int[],canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,quality-int[],resourceInstructions-int[],subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int,boothFees-int
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente la probabilité de collecter des ressources de niveau supérieur.
-------
Un chapeau léger conçu pour les collecteurs expérimentés, offrant une visibilité améliorée et une protection sur le terrain.
",0,item-icon-562,562,Chapeau de collecte creux de niveau 8,"1,2,3,4,5",391,0,3,999,0,1,8,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente la probabilité de collecter des ressources de niveau supérieur.
-------
Un manteau léger et durable conçu pour les collecteurs expérimentés.
",0,item-icon-563,563,Manteau de collecte creux de niveau 8,"1,2,3,4,5",389,0,3,999,0,1,8,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente la probabilité de collecter des ressources de niveau supérieur.
-------
Un pantalon léger conçu pour la collecte efficace de ressources. Améliore la vitesse de déplacement et offre une capacité de stockage supplémentaire.
",0,item-icon-564,564,Pantalon de collecte creux de niveau 8,"1,2,3,4,5",392,0,3,999,0,1,8,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente la probabilité de collecter des ressources de niveau supérieur.
-------
Des gants légers conçus pour la collecte efficace de ressources.
",0,item-icon-565,565,Gants de collecte creux de niveau 8,"1,2,3,4,5",390,0,3,999,0,1,8,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente la probabilité de collecter des ressources de niveau supérieur.
-------
Des chaussures légères conçues pour la collecte efficace. Améliore la vitesse de déplacement et réduit la fatigue.
",0,item-icon-566,566,Chaussures de collecte creuses de niveau 8,"1,2,3,4,5",393,0,3,999,0,1,8,1,
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Rend vos cultures moins sujettes au flétrissement.
-------
Une bouilloire légère avec une conception creuse, parfaite pour préparer des potions et des concoctions.
",0,item-icon-567,567,Bouilloire creuse de niveau 8,"1,2,3,4,5",245,0,1,999,0,1,8,1,718
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Rend vos cultures moins sujettes au flétrissement.
-------
Un outil agricole léger avec une lame évidée, parfait pour labourer le sol efficacement.
",0,item-icon-568,568,Houe creuse de niveau 8,"1,2,3,4,5",244,0,1,999,0,1,8,1,718
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Rend vos cultures moins sujettes au flétrissement.
-------
Une brosse légère avec des poils creux, parfaite pour les traits délicats et les détails précis.
",0,item-icon-569,569,Brosse creuse de niveau 8,"1,2,3,4,5",238,0,1,999,0,1,8,1,718
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Rend vos cultures moins sujettes au flétrissement.
-------
Un chapeau léger avec une conception évidée, parfait pour les agriculteurs.
",0,item-icon-570,570,Chapeau de culture creux de niveau 8,"1,2,3,4,5",241,0,1,999,0,1,8,1,718
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Rend vos cultures moins sujettes au flétrissement.
-------
Un manteau léger et respirant conçu pour les agriculteurs diligents. Offre une excellente protection contre la saleté et les épines.
",0,item-icon-571,571,Manteau de culture creux de niveau 8,"1,2,3,4,5",239,0,1,999,0,1,8,1,718
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Rend vos cultures moins sujettes au flétrissement.
-------
Un pantalon léger et respirant conçu pour les agriculteurs dévoués.
",0,item-icon-572,572,Pantalon de culture creux de niveau 8,"1,2,3,4,5",242,0,1,999,0,1,8,1,718
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Rend vos cultures moins sujettes au flétrissement.
-------
Des gants légers conçus pour l'agriculture efficace. Offre une prise améliorée et une dextérité pour les tâches délicates.
",0,item-icon-573,573,Gants de culture creux de niveau 8,"1,2,3,4,5",240,0,1,999,0,1,8,1,718
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Rend vos cultures moins sujettes au flétrissement.
-------
Des chaussures légères conçues pour l'agriculture efficace. Améliore la vitesse de déplacement et réduit la fatigue.
",0,item-icon-574,574,Chaussures de culture creuses de niveau 8,"1,2,3,4,5",243,0,1,999,0,1,8,1,718
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente votre probabilité de survie lors des combats.
-------
Une puissante épée en bronze pour les guerriers de niveau 9, parfaite pour des attaques rapides et précises.
",0,item-icon-575,575,Épée en bronze de niveau 9,"1,2,3,4,5",328,0,2,999,0,1,9,1,
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente votre probabilité de survie lors des combats.
-------
Un marteau en bronze robuste pour les guerriers de niveau 9, infligeant de puissants coups lors des combats.
",0,item-icon-576,576,Marteau en bronze de niveau 9,"1,2,3,4,5",327,0,2,999,0,1,9,1,
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente votre probabilité de survie lors des combats.
-------
Un arc puissant en bronze, parfait pour les archers expérimentés de niveau 9.
",0,item-icon-577,577,Arc en bronze de niveau 9,"1,2,3,4,5",321,0,2,999,0,1,9,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente votre probabilité de survie lors des combats.
-------
Un chapeau en bronze solide pour les guerriers de niveau 9, offrant une protection fiable en combat.
",0,item-icon-578,578,Chapeau de combat en bronze de niveau 9,"1,2,3,4,5",324,0,2,999,0,1,9,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente votre probabilité de survie lors des combats.
-------
Un manteau en bronze solide offrant une excellente protection pour les combattants de niveau 9.
",0,item-icon-579,579,Manteau de combat en bronze de niveau 9,"1,2,3,4,5",322,0,2,999,0,1,9,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente votre probabilité de survie lors des combats.
-------
Un pantalon durable en bronze offrant une protection solide pour les combattants de niveau 9.
",0,item-icon-580,580,Pantalon de combat en bronze de niveau 9,"1,2,3,4,5",325,0,2,999,0,1,9,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente votre probabilité de survie lors des combats.
-------
Des gants solides en bronze offrant une protection renforcée pour les combattants de niveau 9.",0,item-icon-581,581,Gants de combat en bronze de niveau 9,"1,2,3,4,5",323,0,2,999,0,1,9,1,
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente votre probabilité de survie lors des combats.
-------
Des chaussures robustes pour la bataille, fabriquées en bronze durable. Améliore l'agilité et la défense.
",0,item-icon-582,582, Chaussures de combat en bronze,"1,2,3,4,5",326,0,2,999,0,1,9,1,
0,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente la probabilité de récupérer des ressources de niveau supérieur.
-------
Une faucille en bronze solide conçue pour les tâches de récolte et de taille efficaces.
",0,item-icon-583,583, Faucille en bronze,"1,2,3,4,5",403,0,3,999,0,1,9,1,
0,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente la probabilité de récupérer des ressources de niveau supérieur.
-------
Une hache en bronze solide conçue pour les collecteurs expérimentés, capable d'abattre les arbres facilement.
",0,item-icon-584,584, Hache en bronze,"1,2,3,4,5",396,0,3,999,0,1,9,1,
0,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente la probabilité de récupérer des ressources de niveau supérieur.
-------
Une pioche en bronze solide pour les collecteurs expérimentés, capable d'extraire efficacement des ressources précieuses.
",0,item-icon-585,585, Pioche en bronze,"1,2,3,4,5",402,0,3,999,0,1,9,1,
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente la probabilité de récupérer des ressources de niveau supérieur.
-------
Un chapeau en bronze solide, offrant une excellente protection et des capacités de collecte améliorées.
",0,item-icon-586,586, Chapeau de collecte en bronze,"1,2,3,4,5",399,0,3,999,0,1,9,1,
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente la probabilité de récupérer des ressources de niveau supérieur.
-------
Un manteau en bronze solide, offrant une excellente protection aux collecteurs lors de leurs expéditions de collecte de ressources.
",0,item-icon-587,587, Manteau de collecte en bronze,"1,2,3,4,5",397,0,3,999,0,1,9,1,
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente la probabilité de récupérer des ressources de niveau supérieur.
-------
Un pantalon durable en bronze, offrant une protection renforcée et une flexibilité pour une collecte de ressources efficace.
",0,item-icon-588,588, Pantalon de collecte en bronze,"1,2,3,4,5",400,0,3,999,0,1,9,1,
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente la probabilité de récupérer des ressources de niveau supérieur.
-------
Des gants solides en bronze, parfaits pour les collecteurs expérimentés de niveau 9.
",0,item-icon-589,589, Gants de collecte en bronze,"1,2,3,4,5",398,0,3,999,0,1,9,1,
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente la probabilité de récupérer des ressources de niveau supérieur.
-------
Des chaussures solides pour les collecteurs dévoués, offrant une mobilité et une protection améliorées.
",0,item-icon-590,590, Chaussures de collecte en bronze,"1,2,3,4,5",401,0,3,999,0,1,9,1,
0,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduit la probabilité de flétrissement de vos cultures.

-------
Une bouilloire en bronze solide, parfaite pour préparer des potions et des concoctions.
",0,item-icon-591,591, Bouilloire en bronze,"1,2,3,4,5",253,0,1,999,0,1,9,1,718
0,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduit la probabilité de flétrissement de vos cultures.

-------
Une houe en bronze solide, parfaite pour labourer le sol et cultiver les cultures efficacement.
",0,item-icon-592,592, Houe en bronze,"1,2,3,4,5",252,0,1,999,0,1,9,1,718
0,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduit la probabilité de flétrissement de vos cultures.

-------
Une brosse en bronze solide pour les agriculteurs, parfaite pour prendre soin des cultures et maintenir une ferme prospère.
",0,item-icon-593,593, Brosse en bronze,"1,2,3,4,5",246,0,1,999,0,1,9,1,718
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduit la probabilité de flétrissement de vos cultures.

-------
Un chapeau solide pour les agriculteurs, offrant protection et style.
",0,item-icon-594,594, Chapeau de ferme en bronze,"1,2,3,4,5",249,0,1,999,0,1,9,1,718
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduit la probabilité de flétrissement de vos cultures.

-------
Un manteau durable pour les agriculteurs, offrant protection et confort pendant de longues heures de soin des cultures.
",0,item-icon-595,595, Manteau de ferme en bronze,"1,2,3,4,5",247,0,1,999,0,1,9,1,718
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduit la probabilité de flétrissement de vos cultures.

-------
Un pantalon durable en bronze, parfait pour les agriculteurs travailleurs au niveau 9.
",0,item-icon-596,596, Pantalon de ferme en bronze,"1,2,3,4,5",250,0,1,999,0,1,9,1,718
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduit la probabilité de flétrissement de vos cultures.

-------
Des gants durables pour une agriculture efficace, offrant une prise améliorée et une protection renforcée.
",0,item-icon-597,597, Gants de ferme en bronze,"1,2,3,4,5",248,0,1,999,0,1,9,1,718
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduit la probabilité de flétrissement de vos cultures.

-------
Des chaussures solides pour les agriculteurs dévoués, offrant confort et protection pendant de longues heures de soin des cultures.
",0,item-icon-598,598, Chaussures de ferme en bronze,"1,2,3,4,5",251,0,1,999,0,1,9,1,718
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.

-------
Restaure votre énergie et vous rend plein de vitalité à nouveau.
",0,item-icon-599,599, Potion de restauration d'énergie,1,,0,3,7,0,3,7,1,
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.

-------
Restaure votre énergie et vous rend plein de vitalité à nouveau.
",0,item-icon-600,600, Potion de restauration d'énergie,1,,0,3,8,0,3,8,1,
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.

-------
Restaure votre énergie et vous rend plein de vitalité à nouveau.
",0,item-icon-601,601, Potion de restauration d'énergie,1,,0,3,9,0,3,9,1,
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.

-------
Essence de combat, utile pour la synthèse de divers équipements.
",0,item-icon-602,602, Essence de combat de niveau 7,1,165,0,2,7,0,4,7,1,
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.

-------
Essence de combat, utile pour la synthèse de divers équipements.
",0,item-icon-603,603, Essence de combat de niveau 8,1,166,0,2,8,0,4,8,1,
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.

-------
Essence de combat, utile pour la synthèse de divers équipements.
",0,item-icon-604,604, Essence de combat de niveau 9,1,167,0,2,9,0,4,9,1,
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.

-------
Essence de collecte, utile pour la synthèse de divers équipements.
",0,item-icon-605,605, Essence de collecte de niveau 7,1,174,0,3,7,0,4,7,1,
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.

-------
Essence de collecte, utile pour la synthèse de divers équipements.",0,item-icon-606,606, Essence de collecte de niveau 8,1,175,0,3,8,0,4,8,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Essence de collecte, utile pour la synthèse de divers équipements
",0,item-icon-607,607,Niveau 9 Récupérer de l'essence,1,176,0,3,9,0,4,9,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Essence de plantation agricole, utile pour la synthèse de divers équipements
",0,item-icon-608,608,Niveau 7 Essence de plantation agricole,1,153,0,1,7,0,4,7,1,718
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Essence de plantation agricole, utile pour la synthèse de divers équipements
",0,item-icon-609,609,Niveau 8 Essence de plantation agricole,1,154,0,1,8,0,4,8,1,718
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Essence de plantation agricole, utile pour la synthèse de divers équipements
",0,item-icon-610,610,Niveau 9 Essence de plantation agricole,1,155,0,1,9,0,4,9,1,718
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Essence d'élevage agricole, utile pour la synthèse de divers équipements
",0,item-icon-611,611,Niveau 7 Essence d'élevage agricole,1,156,0,1,7,0,4,7,1,718
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Essence d'élevage agricole, utile pour la synthèse de divers équipements
",0,item-icon-612,612,Niveau 8 Essence d'élevage agricole,1,157,0,1,8,0,4,8,1,718
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Essence d'élevage agricole, utile pour la synthèse de divers équipements
",0,item-icon-613,613,Niveau 9 Essence d'élevage agricole,1,158,0,1,9,0,4,9,1,718
"1,3,4",1,"Apparaissant dans le domaine ancien.
Son utilisation peut déclencher des effets spéciaux.
-------
Graines pour faire pousser du blé
",97,item-icon-614,614,Graine de chrysanthème rouge flamboyant,1,500,0,1,7,1,3,7,1,718
"1,3,4",1,"Apparaissant dans le domaine ancien.
Son utilisation peut déclencher des effets spéciaux.
-------
Graine pour faire pousser des chrysanthèmes rouges flamboyants
",97,item-icon-615,615,Graine de feu entendue,1,501,0,1,7,1,3,7,1,718
"1,3,4",1,"Apparaissant dans le domaine ancien.
Son utilisation peut déclencher des effets spéciaux.
-------
Graine pour faire pousser un troupeau de feu
",97,item-icon-616,616,Graine de citrouille épicée,1,502,0,1,7,1,3,7,1,718
"1,3,4",1,"Apparaissant dans le domaine ancien.
Son utilisation peut déclencher des effets spéciaux.
-------
Graine pour faire pousser une citrouille chaude
",97,item-icon-617,617,Graine de feuille creuse,1,505,0,1,8,1,3,8,1,718
"1,3,4",1,"Apparaissant dans le domaine ancien.
Son utilisation peut déclencher des effets spéciaux.
-------
Graine pour faire pousser une feuille creuse
",97,item-icon-618,618,Graine de fruit creux,1,504,0,1,8,1,3,8,1,718
"1,3,4",1,"Apparaissant dans le domaine ancien.
Son utilisation peut déclencher des effets spéciaux.
-------
Graine pour faire pousser un fruit creux
",97,item-icon-619,619,Graine de fleur creuse,1,503,0,1,8,1,3,8,1,718
"1,3,4",1,"Apparaissant dans le domaine ancien.
Son utilisation peut déclencher des effets spéciaux.
-------
Graine pour faire pousser une fleur creuse
",97,item-icon-620,620,Graine de fruit de fusion,1,508,0,1,9,1,3,9,1,718
"1,3,4",1,"Apparaissant dans le domaine ancien.
Son utilisation peut déclencher des effets spéciaux.
-------
Graine pour faire pousser un fruit de fusion
",97,item-icon-621,621,Graine de légume psychédélique,1,507,0,1,9,1,3,9,1,718
"1,3,4",1,"Apparaissant dans le domaine ancien.
Son utilisation peut déclencher des effets spéciaux.
-------
Graine pour faire pousser un légume psychédélique
",97,item-icon-622,622,Graine de fleur de puissance,1,506,0,1,9,1,3,9,1,718
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
HP actuel +320
",0,item-icon-623,623,Potion de guérison épicée,1,68,0,3,7,0,3,7,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Attaque de combat +50
",0,item-icon-641,641,Potion d'attaque épicée,1,68,0,3,7,0,3,7,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Vitesse de déplacement +200
",0,item-icon-642,642,Potion de vitesse épicée,1,68,0,3,7,0,3,7,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Dégâts critiques contre les monstres +120
",0,item-icon-643,643,Potion de coup critique épicée,1,68,0,3,7,0,3,7,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
HP maximum +200
",0,item-icon-644,644,Potion de vie épicée,1,68,0,3,7,0,3,7,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Défense de combat +20
",0,item-icon-645,645,Potion de défense épicée,1,68,0,3,7,0,3,7,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
HP actuel +400
",0,item-icon-646,646,Potion de guérison creuse,1,70,0,3,8,0,3,8,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Attaque de combat +60
",0,item-icon-647,647,Potion d'attaque creuse,1,70,0,3,8,0,3,8,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Vitesse de déplacement +240",0,item-icon-648,648,Potion de vitesse creuse,1,70,0,3,8,0,3,8,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Dommages critiques contre les monstres +150
",0,item-icon-649,649,Potion Critique Creuse,1,70,0,3,8,0,3,8,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
PV max +240
",0,item-icon-650,650,Potion de Vie Creuse,1,70,0,3,8,0,3,8,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Défense de combat +25
",0,item-icon-651,651,Potion de Défense Creuse,1,70,0,3,8,0,3,8,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
PV actuels +480
",0,item-icon-652,652,Potion de Guérison en Bronze,1,72,0,3,9,0,3,9,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Attaque de combat +70
",0,item-icon-653,653,Potion d'Attaque en Bronze,1,72,0,3,9,0,3,9,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Vitesse de déplacement +280
",0,item-icon-654,654,Potion de Vitesse en Bronze,1,72,0,3,9,0,3,9,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Dommages critiques contre les monstres +180
",0,item-icon-655,655,Potion Critique en Bronze,1,72,0,3,9,0,3,9,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
PV max +280
",0,item-icon-656,656,Potion de Vie en Bronze,1,72,0,3,9,0,3,9,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Défense de combat +30
",0,item-icon-657,657,Potion de Défense en Bronze,1,72,0,3,9,0,3,9,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Billet d'admission au Domaine Antique
",0,item-icon-658,658,Billet d'Admission au Domaine Antique,1,473,0,2,999,0,4,0,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Billet d'admission à l'Arène Junior
",0,item-icon-659,659,Billet d'Admission à l'Arena Junior,1,474,0,2,999,0,4,0,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Billet d'admission à l'Arène Intermédiaire
",0,item-icon-660,660,Billet d'Admission à l'Arena Intermédiaire,1,474,0,2,999,0,4,0,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Billet d'admission à l'Arène Avancée
",0,item-icon-661,661,Billet d'Admission à l'Arena Avancée,1,474,0,2,999,0,4,0,1,
0,1,"Peut faire éclore un animal de compagnie - Chien de métal
",0,item-icon-665,665,Chien de Métal,1,444,0,1,999,0,6,1,1,718
0,1,"Peut faire éclore un animal de compagnie - Diable citrouille
",0,item-icon-666,666,Démon Citrouille,1,445,0,1,999,0,6,1,1,718
0,1,"Peut faire éclore un animal de compagnie - Guerrier cactus
",0,item-icon-667,667,Guerrier Cactus,1,443,0,1,999,0,6,1,1,718
0,1,"Peut faire éclore un animal de compagnie - Abeille bourdonnante
",0,item-icon-668,668,Abeille Bourdonnante,1,446,0,1,999,0,6,2,1,718
0,1,"Peut faire éclore un animal de compagnie - Rôdeur de feuilles
",0,item-icon-669,669,Rôdeur Feuillu,1,447,0,1,999,0,6,2,1,718
0,1,"Peut faire éclore un animal de compagnie - Chat de mine
",0,item-icon-670,670,Chat de Mine,1,448,0,1,999,0,6,2,1,718
0,1,"Peut faire éclore un animal de compagnie - Spectre du chaos
",0,item-icon-671,671,Spectre du Chaos,1,449,0,1,999,0,6,3,1,718
0,1,"Peut faire éclore un animal de compagnie - Cogneur cramoisi
",0,item-icon-672,672,Cogneur Cramoisi,1,450,0,1,999,0,6,3,1,718
0,1,Peut faire éclore un animal de compagnie - Patte givrée,0,item-icon-673,673,Patte Givrée,1,451,0,1,999,0,6,3,1,718
0,1,"Peut faire éclore un animal de compagnie - Souche en colère
",0,item-icon-674,674,Souche en colère,1,452,0,1,999,0,6,4,1,718
0,1,"Peut faire éclore un animal de compagnie - Tête d'œuf OrangeLeaf
",0,item-icon-675,675,Tête d'œuf OrangeLeaf,1,453,0,1,999,0,6,4,1,718
0,1,"Peut faire éclore un animal de compagnie - Soldat squelette
",0,item-icon-676,676,Soldat squelette,1,454,0,1,999,0,6,4,1,718
0,1,"Peut faire éclore un animal de compagnie - Esprit sombre de neige
",0,item-icon-677,677,Esprit sombre de neige,1,455,0,1,999,0,6,5,1,718
0,1,"Peut faire éclore un animal de compagnie - Béhémoth des ombres
",0,item-icon-678,678,Béhémoth des ombres,1,456,0,1,999,0,6,5,1,718
0,1,"Peut faire éclore un animal de compagnie - Capitaine squelette
",0,item-icon-679,679,Capitaine squelette,1,457,0,1,999,0,6,5,1,718
0,1,"Peut faire éclore un animal de compagnie - Géant de coquille de glace
",0,item-icon-680,680,Géant de coquille de glace,1,458,0,1,999,0,6,6,1,718
0,1,"Peut faire éclore un animal de compagnie - Magicien lapin
",0,item-icon-681,681,Sorcier lapin,1,459,0,1,999,0,6,6,1,718
0,1,"Peut faire éclore un animal de compagnie - Archer squelette
",0,item-icon-682,682,Archer squelette,1,460,0,1,999,0,6,6,1,718
0,1,"Peut faire éclore un animal de compagnie - Petit seigneur éblouissant
",0,item-icon-683,683,Petit seigneur éblouissant,1,461,0,1,999,0,6,7,1,718
0,1,"Peut faire éclore un animal de compagnie - Sentinelle de feu-roche
",0,item-icon-684,684,Sentinelle de feu et de roche,1,462,0,1,999,0,6,7,1,718
0,1,"Peut faire éclore un animal de compagnie - Géant de roche sentinelle
",0,item-icon-685,685,Sentinelle géante de roche,1,463,0,1,999,0,6,7,1,718
0,1,"Peut faire éclore un animal de compagnie - Bête de roche à rayures jaunes
",0,item-icon-686,686,Bête de roche à rayures jaunes,1,466,0,1,999,0,6,8,1,718
0,1,"Peut faire éclore un animal de compagnie - Gardien aigle aux yeux sages
",0,item-icon-687,687,Gardien aigle aux yeux sages,1,465,0,1,999,0,6,8,1,718
0,1,"Peut faire éclore un animal de compagnie - Jeune dragon étoilé
",0,item-icon-688,688,Jeune dragon étoilé,1,464,0,1,999,0,6,8,1,718
0,1,"Peut faire éclore un animal de compagnie - Esprit de lumière énigmatique
",0,item-icon-689,689,Esprit de lumière énigmatique,1,467,0,1,999,0,6,9,1,718
