canDropScene-int[],canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,quality-int[],subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng sống sót trong các trận đấu.

-------
Một chiếc áo khoác nhẹ và bền bỉ được thiết kế cho những chiến binh nhanh nhẹn, mang lại khả năng di chuyển và bảo vệ tốt hơn trong các trận đấu.
",0,item-icon-555,555,"Áo chiến đấu Hollow cấp độ 8
","1,2,3,4,5",0,2,999,0,1,8,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng sống sót trong các trận đấu.

-------
Quần bền chắc được chế tạo cho trận chiến, mang lại sự bảo vệ tuyệt vời và sự linh hoạt cho những nhà thám hiểm cấp 8.",0,item-icon-556,556,Quần chiến đấu Hollow cấp độ 8,"1,2,3,4,5",0,2,999,0,1,8,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng sống sót trong các trận đấu.

-------
Găng tay nhẹ và bền được thiết kế cho những chiến binh nhanh nhẹn, cung cấp độ bám và linh hoạt tốt hơn trong chiến đấu.
",0,item-icon-557,557,"Găng tay chiến đấu rỗng cấp độ 8
","1,2,3,4,5",0,2,999,0,1,8,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng sống sót trong các trận đấu.

-------
Giày nhẹ được thiết kế cho những chiến binh nhanh nhẹn, cung cấp khả năng di chuyển và các động tác nhanh chóng trong chiến đấu.
",0,item-icon-558,558,"Giày chiến đấu rỗng cấp độ 8
","1,2,3,4,5",0,2,999,0,1,8,1
0,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.

-------
Một công cụ thu hoạch nhẹ và sắc bén, hoàn hảo để thu hoạch mùa màng phong phú một cách chính xác.
",0,item-icon-559,559,"Liềm rỗng cấp độ 8
","1,2,3,4,5",0,3,999,0,1,8,1
0,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.

-------
Một cái rìu mạnh mẽ với thiết kế rỗng, hoàn hảo cho những người thu thập tài nguyên tay nghề cao.
",0,item-icon-560,560,"Rìu rỗng cấp độ 8
","1,2,3,4,5",0,3,999,0,1,8,1
0,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.

-------
Một cái cuốc chắc chắn được thiết kế để thu thập tài nguyên, có khả năng khai thác quặng có giá trị một cách dễ dàng.
",0,item-icon-561,561,"Cuốc rỗng cấp độ 8
","1,2,3,4,5",0,3,999,0,1,8,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.

-------
Một chiếc mũ nhẹ được thiết kế cho những người thu thập tài nguyên tay nghề cao, cung cấp khả năng nhìn thấy và bảo vệ tốt hơn trên cánh đồng.
",0,item-icon-562,562,"Mũ thu thập rỗng cấp độ 8
","1,2,3,4,5",0,3,999,0,1,8,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.

-------
Một chiếc áo nhẹ và bền được thiết kế cho những người thu thập tài nguyên tay nghề cao.
",0,item-icon-563,563,"Áo thu thập rỗng cấp độ 8
","1,2,3,4,5",0,3,999,0,1,8,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.

-------
Quần nhẹ được thiết kế cho việc thu thập tài nguyên hiệu quả. Tăng tốc độ di chuyển và cung cấp khả năng lưu trữ bổ sung.
",0,item-icon-564,564,"Quần thu thập rỗng cấp độ 8
","1,2,3,4,5",0,3,999,0,1,8,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.

-------
Găng tay nhẹ được thiết kế cho việc thu thập tài nguyên hiệu quả.
",0,item-icon-565,565,"Găng tay thu thập rỗng cấp độ 8
","1,2,3,4,5",0,3,999,0,1,8,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.

-------
Giày nhẹ được thiết kế cho việc thu thập tài nguyên hiệu quả. Tăng tốc độ di chuyển và giảm mệt mỏi.
",0,item-icon-566,566,"Giày thu thập rỗng cấp độ 8
","1,2,3,4,5",0,3,999,0,1,8,1
0,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo.

-------
Một ấm nhẹ với thiết kế rỗng, hoàn hảo để pha chế thuốc và hỗn hợp.
",0,item-icon-567,567,"Ấm đun nước rỗng cấp độ 8
","1,2,3,4,5",0,1,999,0,1,8,1
0,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo.

-------
Một công cụ nông nghiệp nhẹ với lưỡi cắt rỗng, hoàn hảo để cày đất một cách hiệu quả.
",0,item-icon-568,568,"Cuốc rỗng cấp độ 8
","1,2,3,4,5",0,1,999,0,1,8,1
0,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo.

-------
Một bàn chải nhẹ với lông rỗng, hoàn hảo cho những nét vẽ tinh tế và chi tiết chính xác.
",0,item-icon-569,569,"Bàn chải rỗng cấp độ 8
","1,2,3,4,5",0,1,999,0,1,8,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo.

-------
Một chiếc mũ nhẹ với thiết kế rỗng, hoàn hảo cho những người nông dân.
",0,item-icon-570,570,"Mũ nông nghiệp rỗng cấp độ 8
","1,2,3,4,5",0,1,999,0,1,8,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo.

-------
Áo nhẹ và thoáng khí được thiết kế cho những người nông dân chăm chỉ. Cung cấp sự bảo vệ tuyệt vời chống lại bụi bẩn và gai góc.
",0,item-icon-571,571,"Áo nông nghiệp rỗng cấp độ 8
","1,2,3,4,5",0,1,999,0,1,8,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo.

-------
Quần nhẹ và thoáng khí được thiết kế cho những người nông dân tận tụy.
",0,item-icon-572,572,"Quần nông nghiệp rỗng cấp độ 8
","1,2,3,4,5",0,1,999,0,1,8,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo.

-------
Găng tay nhẹ được thiết kế cho nông nghiệp hiệu quả. Cung cấp độ bám và khả năng linh hoạt tốt hơn cho các nhiệm vụ tinh tế.
",0,item-icon-573,573,"Găng tay nông nghiệp rỗng cấp độ 8
","1,2,3,4,5",0,1,999,0,1,8,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo.

-------
Giày nhẹ được thiết kế cho nông nghiệp hiệu quả. Tăng tốc độ di chuyển và giảm mệt mỏi.
",0,item-icon-574,574,"Giày nông nghiệp rỗng cấp độ 8
","1,2,3,4,5",0,1,999,0,1,8,1
0,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng sống sót trong các trận đấu.

-------
Một thanh kiếm đồng mạnh mẽ dành cho chiến binh cấp 9, hoàn hảo cho những đòn tấn công nhanh chóng và chính xác.
",0,item-icon-575,575,"Kiếm đồng cấp độ 9
","1,2,3,4,5",0,2,999,0,1,9,1
0,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng sống sót trong các trận đấu.

-------
Một cái búa đồng chắc chắn dành cho chiến binh cấp 9, gây ra những đòn đánh mạnh mẽ trong các trận đấu.
",0,item-icon-576,576,"Búa đồng cấp độ 9
","1,2,3,4,5",0,2,999,0,1,9,1
0,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng sống sót trong các trận đấu.

-------
Một cây cung mạnh mẽ được làm từ đồng, hoàn hảo cho những cung thủ tay nghề cao cấp 9.
",0,item-icon-577,577,"Cung đồng cấp độ 9
","1,2,3,4,5",0,2,999,0,1,9,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng sống sót trong các trận đấu.

-------
Mũ đồng chắc chắn dành cho chiến binh cấp 9, cung cấp sự bảo vệ đáng tin cậy trong chiến đấu.
",0,item-icon-578,578,"Mũ chiến đấu đồng cấp độ 9
","1,2,3,4,5",0,2,999,0,1,9,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng sống sót trong các trận đấu.

-------
Áo chắc chắn bằng đồng cung cấp sự bảo vệ tuyệt vời cho chiến binh cấp 9.
",0,item-icon-579,579,"Áo chiến đấu đồng cấp độ 9
","1,2,3,4,5",0,2,999,0,1,9,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng sống sót trong các trận đấu.

-------
Quần đồng bền chắc, cung cấp sự bảo vệ vững chắc cho chiến binh cấp 9.
",0,item-icon-580,580,"Quần chiến đấu đồng cấp độ 9
","1,2,3,4,5",0,2,999,0,1,9,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng sống sót trong các trận đấu.

-------
Găng tay chắc chắn bằng đồng, cung cấp sự bảo vệ tốt hơn cho chiến binh cấp 9.",0,item-icon-581,581,Găng tay chiến đấu đồng cấp độ 9,"1,2,3,4,5",0,2,999,0,1,9,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng sống sót trong các trận đấu.

-------
Đôi giày bền chắc cho trận chiến, được chế tạo từ đồng bền. Tăng cường sự nhanh nhẹn và phòng thủ.
",0,item-icon-582,582,"Giày chiến đấu đồng 
","1,2,3,4,5",0,2,999,0,1,9,1
0,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.

-------
Một cây liềm đồng chắc chắn được thiết kế để thu hoạch và cắt tỉa hiệu quả.
",0,item-icon-583,583,"Liềm đồng 
","1,2,3,4,5",0,3,999,0,1,9,1
0,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.

-------
Một cái rìu đồng chắc chắn được thiết kế cho những người thu thập tài nguyên tài ba, có khả năng đốn cây dễ dàng.
",0,item-icon-584,584,"Rìu đồng 
","1,2,3,4,5",0,3,999,0,1,9,1
0,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.

-------
Một cái cuốc đồng chắc chắn cho những người thu thập tài nguyên tài ba, có khả năng khai thác tài nguyên quý giá một cách hiệu quả.
",0,item-icon-585,585,"Cuốc đồng 
","1,2,3,4,5",0,3,999,0,1,9,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.

-------
Một chiếc mũ đồng chắc chắn, cung cấp sự bảo vệ tuyệt vời và khả năng thu thập tăng cường.
",0,item-icon-586,586,"Mũ thu thập đồng 
","1,2,3,4,5",0,3,999,0,1,9,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.

-------
Một chiếc áo đồng chắc chắn, cung cấp sự bảo vệ tuyệt vời cho những người thu thập tài nguyên trong cuộc thám hiểm thu thập tài nguyên của họ.
",0,item-icon-587,587,"Áo thu thập đồng 
","1,2,3,4,5",0,3,999,0,1,9,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.

-------
Quần đồng bền chắc, cung cấp sự bảo vệ và tính linh hoạt tăng cường cho việc thu thập tài nguyên hiệu quả.
",0,item-icon-588,588,"Quần thu thập đồng 
","1,2,3,4,5",0,3,999,0,1,9,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.

-------
Găng tay đồng chắc chắn, hoàn hảo cho những người thu thập tài nguyên tài ba ở cấp độ 9.
",0,item-icon-589,589,"Găng tay thu thập đồng 
","1,2,3,4,5",0,3,999,0,1,9,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.

-------
Đôi giày bền chắc cho những người thu thập tận tụy, cung cấp sự di chuyển và bảo vệ tăng cường.
",0,item-icon-590,590,"Giày thu thập đồng 
","1,2,3,4,5",0,3,999,0,1,9,1
0,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo.

-------
Một ấm đun nước đồng chắc chắn, hoàn hảo để pha chế thuốc và hỗn hợp.
",0,item-icon-591,591,"Ấm đun nước đồng 
","1,2,3,4,5",0,1,999,0,1,9,1
0,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo.

-------
Một cái cuốc đồng chắc chắn, hoàn hảo để cày đất và trồng cây một cách hiệu quả.
",0,item-icon-592,592,"Cuốc đồng 
","1,2,3,4,5",0,1,999,0,1,9,1
0,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo.

-------
Một cái chải đồng chắc chắn cho nông dân, hoàn hảo để chăm sóc cây trồng và duy trì một trang trại thịnh vượng.
",0,item-icon-593,593,"Chải đồng 
","1,2,3,4,5",0,1,999,0,1,9,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo.

-------
Một chiếc mũ đồng chắc chắn cho nông dân, cung cấp sự bảo vệ và một chút phong cách.
",0,item-icon-594,594,"Mũ nông nghiệp đồng 
","1,2,3,4,5",0,1,999,0,1,9,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo.

-------
Một chiếc áo đồng chắc chắn cho nông dân, cung cấp sự bảo vệ và thoải mái trong suốt những giờ làm việc dài tending crops.
",0,item-icon-595,595,"Áo nông nghiệp đồng 
","1,2,3,4,5",0,1,999,0,1,9,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo.

-------
Quần đồng bền chắc, hoàn hảo cho những người nông dân chăm chỉ ở cấp độ 9.
",0,item-icon-596,596,"Quần nông nghiệp đồng 
","1,2,3,4,5",0,1,999,0,1,9,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo.

-------
Găng tay bền chắc cho nông dân hiệu quả, cung cấp khả năng cầm nắm và bảo vệ tăng cường.
",0,item-icon-597,597,"Găng tay nông nghiệp đồng 
","1,2,3,4,5",0,1,999,0,1,9,1
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo.

-------
Đôi giày bền chắc cho những người nông dân tận tụy, cung cấp sự thoải mái và bảo vệ trong suốt những giờ làm việc dài tending crops.
",0,item-icon-598,598,"Giày nông nghiệp đồng 
","1,2,3,4,5",0,1,999,0,1,9,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.

-------
Khôi phục năng lượng của bạn và làm bạn tràn đầy sức sống trở lại.
",0,item-icon-599,599,"Thuốc phục hồi năng lượng 
",1,0,3,7,1,3,7,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.

-------
Khôi phục năng lượng của bạn và làm bạn tràn đầy sức sống trở lại.
",0,item-icon-600,600,"Thuốc phục hồi năng lượng 
",1,0,3,8,1,3,8,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
",0,item-icon-601,601,"Thuốc phục hồi năng lượng 
",1,0,3,9,1,3,9,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo thiết bị hoặc vật phẩm.

-------
Tinh chất Chiến đấu, hữu ích để tổng hợp các thiết bị khác nhau
",0,item-icon-602,602,"Tinh chất chiến đấu cấp 7 
",1,0,2,7,1,4,7,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo thiết bị hoặc vật phẩm.

-------
Tinh chất Chiến đấu, hữu ích để tổng hợp các thiết bị khác nhau
",0,item-icon-603,603,"Tinh chất chiến đấu cấp 8 
",1,0,2,8,1,4,8,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo thiết bị hoặc vật phẩm.
",0,item-icon-604,604,"Tinh chất chiến đấu cấp 9 
",1,0,2,9,1,4,9,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo thiết bị hoặc vật phẩm.

-------
Tinh chất Thu thập, hữu ích để tổng hợp các thiết bị khác nhau
",0,item-icon-605,605,"Tinh chất thu thập cấp 7 
",1,0,3,7,1,4,7,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo thiết bị hoặc vật phẩm.

-------
Tinh chất Thu thập, hữu ích để tổng hợp các thiết bị khác nhau",0,item-icon-606,606,Tinh chất thu thập cấp 8,1,0,3,8,1,4,8,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Tinh chất Thu thập, hữu ích để tổng hợp các trang bị khác
",0,item-icon-607,607,Cấp độ 9 Thu thập tinh chất,1,0,3,9,1,4,9,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Tinh chất Trồng trọt Nông nghiệp, hữu ích để tổng hợp các trang bị khác
",0,item-icon-608,608,Cấp độ 7 Tinh chất trồng trọt nông nghiệp,1,0,1,7,1,4,7,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Tinh chất Trồng trọt Nông nghiệp, hữu ích để tổng hợp các trang bị khác
",0,item-icon-609,609,Cấp độ 8 Tinh chất trồng trọt nông nghiệp,1,0,1,8,1,4,8,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Tinh chất Trồng trọt Nông nghiệp, hữu ích để tổng hợp các trang bị khác
",0,item-icon-610,610,Cấp độ 9 Tinh chất trồng trọt nông nghiệp,1,0,1,9,1,4,9,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Tinh chất Chăn nuôi Nông nghiệp, hữu ích để tổng hợp các trang bị khác
",0,item-icon-611,611,Cấp độ 7 Tinh chất chăn nuôi nông nghiệp,1,0,1,7,1,4,7,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Tinh chất Chăn nuôi Nông nghiệp, hữu ích để tổng hợp các trang bị khác
",0,item-icon-612,612,Cấp độ 8 Tinh chất chăn nuôi nông nghiệp,1,0,1,8,1,4,8,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Tinh chất Chăn nuôi Nông nghiệp, hữu ích để tổng hợp các trang bị khác
",0,item-icon-613,613,Cấp độ 9 Tinh chất chăn nuôi nông nghiệp,1,0,1,9,1,4,9,1
"1,3,4",1,"Xuất hiện trong Vùng cổ đại.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Hạt giống để trồng lúa mì
",97,item-icon-614,614,Hạt Cúc Đỏ Cháy,1,0,1,7,1,3,7,1
"1,3,4",1,"Xuất hiện trong Vùng cổ đại.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Hạt giống để trồng Hoa Cúc Đỏ Lửa
",97,item-icon-615,615,Hạt Nghe Nói Về Lửa,1,0,1,7,1,3,7,1
"1,3,4",1,"Xuất hiện trong Vùng cổ đại.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Hạt giống để trồng Heard of Fire
",97,item-icon-616,616,Hạt Bí Ngô Cay,1,0,1,7,1,3,7,1
"1,3,4",1,"Xuất hiện trong Vùng cổ đại.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Hạt giống để trồng Bí ngô nóng
",97,item-icon-617,617,Hạt Lá Rỗng,1,0,1,8,1,3,8,1
"1,3,4",1,"Xuất hiện trong Vùng cổ đại.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Hạt giống để trồng Lá Hốc
",97,item-icon-618,618,Hạt Quả Rỗng,1,0,1,8,1,3,8,1
"1,3,4",1,"Xuất hiện trong Vùng cổ đại.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Hạt giống để trồng Quả Hốc
",97,item-icon-619,619,Hạt Hoa Rỗng,1,0,1,8,1,3,8,1
"1,3,4",1,"Xuất hiện trong Vùng cổ đại.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Hạt giống để trồng Hoa Hốc
",97,item-icon-620,620,Hạt Quả Nấu Chảy,1,0,1,9,1,3,9,1
"1,3,4",1,"Xuất hiện trong Vùng cổ đại.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Hạt giống để trồng Quả Nấu chảy
",97,item-icon-621,621,Hạt Rau Cảm Xúc,1,0,1,9,1,3,9,1
"1,3,4",1,"Xuất hiện trong Vùng cổ đại.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Hạt giống để trồng Rau Thuốc
",97,item-icon-622,622,Hạt Hoa Của Sức Mạnh,1,0,1,9,1,3,9,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
HP hiện tại +320
",0,item-icon-623,623,Thuốc Chữa Bệnh Nóng,1,0,3,7,1,3,7,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Sức tấn công chiến đấu +50
",0,item-icon-641,641,Thuốc Tấn Công Nóng,1,0,3,7,1,3,7,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Tốc độ di chuyển +200
",0,item-icon-642,642,Thuốc Tăng Tốc Nóng,1,0,3,7,1,3,7,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Sát thương chí mạng chống lại quái vật +120
",0,item-icon-643,643,Thuốc Tấn Công Chí Mạng Nóng,1,0,3,7,1,3,7,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
HP tối đa +200
",0,item-icon-644,644,Thuốc Sống Nóng,1,0,3,7,1,3,7,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Phòng thủ chiến đấu +20
",0,item-icon-645,645,Thuốc Phòng Thủ Nóng,1,0,3,7,1,3,7,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
HP hiện tại +400
",0,item-icon-646,646,Thuốc Chữa Bệnh Rỗng,1,0,3,8,1,3,8,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Sức tấn công chiến đấu +60
",0,item-icon-647,647,Thuốc Tấn Công Rỗng,1,0,3,8,1,3,8,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Tốc độ di chuyển +240",0,item-icon-648,648,Thuốc Tăng Tốc Rỗng,1,0,3,8,1,3,8,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Sát thương chí mạng chống lại quái vật +150
",0,item-icon-649,649,"Thuốc tăng tấn công Hollow 
",1,0,3,8,1,3,8,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
HP tối đa +240
",0,item-icon-650,650,"Thuốc tăng sức sống Hollow 
",1,0,3,8,1,3,8,1
"1,3,4",1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Phòng thủ chiến đấu +25
",0,item-icon-651,651,"Thuốc tăng phòng thủ Hollow 
",1,0,3,8,1,3,8,1
